wikidata_id,destination_name,eat_section_text,street_food_available
Q21197,Chișinău,"==Eat==
Chișinău is a good place for food lovers. There are plenty of good places to eat all over the city. The cheap, tasty food that is very popular with the locals is served in most places. For better service and a more diverse food selection, there are a lot of small restaurants and cafes. Some restaurants have prices comparable to Western Europe, although if you eat only in those you may find yourself being ripped off. For a quick lunch, try fast food stores and pizzerias, which can be found on nearly every corner. Beef is often listed under the veal part of the menu.

For groceries, there are small shops all over. Some are in front of the apartment blocks just a few steps away from their entrances. For harder-to-find items, go to a supermarket. You will frequently also see markets or even one or two people selling fruit and vegetables, and sometimes other products such as honey or ""brînza"" (type of cheese). The majority of these are fresh and perfectly safe to eat and frequently better than what is found in a supermarket.

For fresh fruits and vegetables, open-air markets are the best option. 'Piața Centrală' (Central Market) is in the city centre and runs more than two city blocks. Other districts, such as Ciocana, also have large markets. Most of the items for sale are locally produced, but there are a lot of sellers who sell imports; mostly oranges, bananas and other tropical fruits and vegetables. It is best to buy fungible products (meat, dairy, etc.) from supermarkets or shops because they are much safer for nearly the same price.

The vendors at the open market will let you taste the cheese prior to your purchase so you can decide if it is something that you want to eat. When you first walk into the 'cheese halls', it may look like all of the vendors standing next to each other are selling the same product. For hard cheese which tends to be re-sold from larger distributors, it may be the same. However, for locally-made cheese, there are variations that arise from even slight differences in technique, variations in the level of salt for curing, and differences in feed. 'Oaie' means sheep, so this will have a slightly different flavour than cow 'vaca' or goat 'capra' cheeses. 'Caș' is a softer cheese, that is not aged like some of the other 'brînza' which tends to be harder and saltier and is recommended for Mamaliga (corn polenta). If you are uncertain about how to communicate the quantity you want, you can start by giving the vendor 20 lei or 40 lei depending on if you want a smaller or larger piece. Or, when they suggest a certain piece that might look too large, you can say 'jumatate' which means 'half', and then they will weigh it and tell you the price. You can ask them to write it down by showing a pen and paper.

A classic 'fast-food' is the 'langos' which are fried dough with either 'cartofi' (potatoes), 'brînza' (cheese), 'varza' (cabbage) or 'ficat' (liver). These are all made in the bakery in the second storey of one of the",False
Q376749,Chittagong,"==Eat==
thumb|Shangri-La, Agrabad

The people of Chittagong love oily and spicy food. This can be a problem for foreigners and lead to upset stomachs. If you are a foreigner you should consider sticking with better restaurants and eating in large hotels. Never eat green salad which comes with your meal as you will not know if it has been washed in sanitized water. Just a handful of restaurants in town use sanitized water to wash salad and this is a recipe for explosive diarrhea.

One oddity in Bangladesh is that restaurants advertise themselves as, for example, ""Zaman Hotel and Restaurant"" but do not operate a hotel. Where you eat at one of these establishments you can tease them by demanding a room. One-room stores also have signboards advertising themselves as 'department stores'.

*
*
*
*
*
*
*
*
*
* 
* 
* 
* 
*
*
*
* 
*
* 
*
*",False
Q11725,Chongqing,"==Eat==
thumbnail|Patrons standing in line at a snack shop in Chongqing

Chongqing is a harbor city and with this comes what is called dockside culture (matou wenhua). This culture is blamed for a lot of things from cursing profusely to... Hot Pot. While many great restaurants abound in the city, memorable dining is best along Nanbin Lu with incredible night views back across the Yangtze River with the Jeifangbei city skyline lit-up. Here are some examples of the city's many offerings.

Hot Pot (火锅 huǒguō, lit.: firepot) is one of Chongqing's claims to fame. In cities across China, one can find hot pot restaurants, but only Chongqing people can really stand a real hot pot, so if you want authenticity, get it while you can in Chongqing.

When ordering hot pot you have a choice between three kinds. First, the spicy version called red soup (hong tang). Then there is one without any spices. This is basically a bone soup, and it is tasty. To get this, simply ask for ""yuán wèi"" or tell them ""wǒ bú yào là"" which means ""I don't want the spicy stuff!"" Finally there is a compromise with Yuan Yang Hot Pot (Yuan Yang Huo Guo), which is basically a pot split down the middle with the spicy stuff on one side and the mild on the other.

For those who like spicy but do not like it too spicy, it is possible to order red soup without the jolt (wei la hong tang). It is a nice mild experience.

For those who can not speak Chinese, it would be best to grab a Chinese friend to take you, though be warned, if your friend is a man you'll have to put up with a lot of drinking, if you're a man too you'll be expected to smoke more than you normally would, and some of the things they go slipping into the pot might not be your cup of tea. You will also have to be aware that you will be fed with a lot of dishes from your Chinese friends because they like to see your bowl is full of food. You might feel a little uncomfortable being fed like a child, but that is the way Chinese people show concern and enthusiasm towards their friends, especially when eating hot pot.

Choose reputable hot pot restaurants. In October 2023 and January 2025, some restaurants were found illegally reusing leftover hot pot oil from previous diners, nicknamed ""saliva oil"". Local social media comments suggest it may still occur.

* Twice cooked spicy pork slices 回锅肉 (huiguorou)
* Fish slices in sour and spicy pickled vegetable soup 酸菜鱼 (suancaiyu)
* Fried pork fillet slices in sweet and sour sauce 糖醋里脊 (tangculiji)
* Steamed fatty pork with preserved vegetables (shaobai)
* Fish flavoured aubergine 鱼香茄子 (yuxiangqiezi)
* Onions and parsleys in spicy mustard (laohucai)
* Fish with tofu (doufuyu)
* Fish flavoured pork shreads 鱼香肉丝 (yuxiangrousi)
* Chinese bouilli (hongshaorou)
* Gongpao Chicken (gongpaojiding)
* Black agaric and pork slice stir-fries (muerroupian)
* Pork/beef slices in hot and spicy soup 水煮肉片 (shuizhuroupian) (very spicy)
* Numbing and spicy tofu 麻婆豆腐 (mapodoufu) (spicy)

All dishes served in",False
Q79990,Christchurch,"==Eat==

Fruit and vegetable shops offer locally grown high quality fresh produce for prices often much cheaper than supermarkets.
;Supermarkets
* 
* 
* 
* 

;Other

*
* 
* 

Fish'n'chips is the cheapest meal out.

The Asian district is mainly in the Riccarton/Upper Riccarton area. Church Corner is often considered the unofficial 'Chinatown'. It has Chinese supermarkets, all kinds of Asian restaurants and more. There are many Korean restaurants there, and in the shopping precinct near Westfield Riccarton. KOSCO, a Korean supermarket, has several branches in Christchurch, including one in Riccarton.
* 
*
* 

* 
* 
*
* 
* 

* 
* 
* 
*
* 
*",False
Q43196,Cincinnati,"==Eat==

Cincinnati is famous for its unique chili, based on a Macedonian recipe. It contains finely-ground meat, no beans or onions, and usually contains spices such as cinnamon or cocoa powder, and not as much tomato as traditional recipes. It is served over spaghetti with finely-shredded Cheddar cheese on top, known as a ""three-way""; add diced white onions or kidney beans to make it a ""four-way""; and add both kidney beans and onions for a ""five-way"". It's also served over hot dogs with shredded Cheddar cheese on top, known as a ""cheese coney."" Cincinnati has more chili restaurants per capita than any city in the United States. The debate over where to find the best Cincinnati chili is almost a religious war. Two major chili-parlor chains (Skyline & Gold Star) are dominant, but individual parlors and other smaller chains have their fans as well.

Goetta (pronounced ""get-uh"") is another Cincinnati tradition, developed by German immigrants. It's a sausage made of pork and/or beef, mixed with oats and spices. It's usually sliced and then fried, and most often served as a breakfast food, although goetta sandwiches are also popular.",False
Q37320,Cleveland,"==Eat==

thumb|300px|W. 6th Street in the Historic Warehouse District

Cleveland is host to a wide variety of restaurants and is culinarily much more diverse than an outsider might suspect in the Midwest drawing on large enclaves of ethnic neighborhoods and immigration (Ohio City, Slavic Village, Parma, Hough, Little Italy, Chinatown and others). Certainly, Eastern European food and Soul food are big in a city where Hungarians, Slavs, Poles, Czechs, Bohemians and Southern African Americans were drawn to the steel and automotive industries in the late 19th and early 20th centuries; however, recent emigres have spiced up the mix, adding many more influences including Indian, Chinese, Southeast Asian, Puerto Rican and Central American, Middle Eastern and Mediterranean.

In the mid-1990s Cleveland was in step with the resurgence of the restaurant industry, and has many restaurants on-par with their larger-city counterparts, many of which are located in the Historic Warehouse District, the Flats, Ohio City, Tremont, the Gateway Neighborhood and along the Restaurant Row in the East Side suburbs. In fact, the area boasts of 6 AAA Four Diamond restaurants, the most between New York and Chicago.

Today's Cleveland goes beyond your grandfather's sausage and pierogi steel town.

Most restaurants in Cleveland are closed on Sunday and many have reduced hours or are closed on Monday.

Cleveland has two varieties of spicy mustard that are found at sports games and sports pubs, Stadium and Bertmans. Local fans are very opinionated about which one is best, similar to how Americans generally prefer either Coke or Pepsi.",False
Q365,Cologne,"==Eat==
Cologne has a wide variety of restaurants, German and otherwise, as a glance in the colored pages of the local telephone book will illustrate.
thumb|Restaurant at Fischmarkt/Frankenwerft: Ständige Vertretung.

One can eat pretty well in most traditional-style Kölsch restaurants, and in fact as a visitor, you should try some of the local food, which is quite rustic, but tasty, hearty fare.

The brewery taps (Früh, Sion, Pfaffen, Malzmühle, etc., in the old town south of the Dom) are worth taking note of to that respect, although they tend to be expensive for what you get.

Places out of the way such as Schreckenskammer and Max Stark (north of the train station, the former being within crawling distance of the Station Backpackers Hostel), Päffgen (Friesenstraße) and both of the Cologne independent brewpubs (Hellers Brauhaus on Roonstraße and Braustelle in Ehrenfeld) offer cheaper, better food than the old town tourist traps. Besides, most of these places have tons of atmosphere, which doesn't hurt!

You may also experience the deadly dry wit of the Köbes (traditional name of the blue-clad waiters) in most of those places. If it happens to you, don't get upset, just enter the game, send the Köbes packing with a dig and a smile and you'll be all right.

You'll mostly find typical Rheinland dishes in those traditional Kneipen. Classics include:
* Halve Hahn: nice big slab of Dutch gouda with a rye roll (Röggelchen)
* Himmel un Äd mit Flönz: fried black pudding with mashed potatoes (""earth""), apple sauce (""heaven"") and fried onions.
* Soorbrode/Sauerbraten: joint marinated in vinegar with raisins, usually served with red cabbage and a kloss (potato dumpling). The joint may be beef or horsemeat, so you may want to ask first.
* Dicke Bunne met Speck: boiled white beans with hefty boiled bacon slices on top.
* Schweinshaxe (grilled); Hämchen (cooked): pig's leg, usually a bit of a monster (ranges from 600 to 1400 g, including the bone)
* Rievkooche/Reibekuchen: flat fried potato cakes usually on offer once a week, and served with a variety of sweet or savoury toppings, which may include apple sauce, Rübenkraut (the beet-sourced equivalent to black treacle) or smoked salmon with horseradish cream.

If you are looking for a snack, you can either head for one of the Middle-Eastern or Asian places, or you can make use of the traditional fast food places like McDonald's and Burger King. Italian restaurants in Cologne seem to attempt to aim for a higher quality than in the UK, though it is debatable whether they achieve it, and whether their prices (often 150-200% of UK prices) are justified. There are several Indian restaurants across the city, which serve a fair fare, though the visiting Brit may be slightly disappointed to find that German 'curry culture' is rather akin to that of the UK in the 1960s: menus are neither large and varied, nor regionalised and specialist, and although ingredients are fresh, the food without exception appears to be tamed",False
Q739,Colombia,"==Eat==
Pre-Columbian civilizations cultivated about 200 varieties of potatoes, and they remain popular today. Try the local preparations like papas saladas (salted potatoes) or papas chorriadas (stewed potatoes). Most meals feature some kind of meat with rice, potatoes, and avocados. In the coastal areas, the rice is usually flavored with coconut.

Both restaurants and family meals often feature soup, and, in the mountain areas, you may even be served a milk-based soup called changua for breakfast.

Colombian food is not nearly as spicy as Mexican food. Some foods with the same name are quite different. For example, empanadas, made with potato and meat wrapped in a yellow crust, are delicious and entirely different from their Mexican and Argentinian counterparts.
thumb|Buñuelos
In many areas of Colombia, it is common to have buñuelos (deep fried corn flour balls with cheese in the dough) and arepas (rather thick corn tortillas, often made with cheese and served with butter) with scrambled eggs for breakfast. Bogotá and the central region have its own breakfast delicacy of tamales: maize and chopped pork or chicken with vegetables and eggs, steamed in plantain leaves, often served with homemade hot chocolate.

For lunch, especially on Sundays, you should try a sancocho de gallina (rich chicken soup, served with part of the chicken itself, rice and vegetables or salad). Sancocho is widespread throughout the country, with countless regional variants. On the coast it features fish, and is highly recommended. Another soup, served in Bogotá and the periphery, is Ajiaco (chicken soup made with three different kinds of potato, vegetables and herbs (guasca), served with rice, avocado, corn, milk cream and capers).

Bandeja paisa was almost the official national dish of Colombia. However, the tourism industry pushes it as such. The name translates roughly as ""the peasant's plate"". This filling dish includes rice, beans, fried plantain, arepa (corn bread), fried egg, chorizo sausage, chicharrón (pork crackling) with the meat still attached. It's a very fatty dish, but you can leave what you don't like, and if you're lucky enough, you could find a gourmet bandeja paisa in a good restaurant in Bogotá or Medellín. They are lighter and smaller.

In Colombia there are a great variety of tamales but they are very different from their most famous Mexican cousins. They differ from region to region, but all of them are delicious. Envueltos are the sweet tamales made of corn.
thumb|Seafood in Colombia
There are a few chain restaurants in the country. In addition to worldwide franchises (McDonald's, Subway, T.G.I.F.) which are specially focused on Bogotá and other big cities, Colombian chains are very strong and located in almost every city. Presto and especially El Corral serve outstanding burgers, Kokoriko makes broiled chicken, and Frisby specializes in roasted chicken. Gokela is the first choice among people wanting healthy options such as wraps, salads, super fo",False
Q35381,Colombo,"==Eat==
Sri Lankan food can be very spicy, so ask questions and order accordingly. That said, Colombo has a wide range of eateries, and there should be something for almost any combination of food preference and budget.

thumb|String hoppers for breakfast in Colombo
Available everywhere are small bakeries selling rotis (either flat or folded into triangles filled with egg, vegetable or fish), hoppers (bowl shaped pancakes made with coconut milk), and other ""short eats"" (bread-based snacks or fried foods). The price of individual items range from Rs 50-100.

Buy a ""lunch packet"" from street stands practically anywhere in the city. Typically, it will be a filling meal of rice and vegetables for about Rs 180.

* 

* 
* 
* 
* 
* 
* 
* 
* 

*
*
*
*
*
*
*",False
Q1748,Copenhagen,"==Eat==

thumb|250px|For a hearty and traditional Danish lunch, try out the delicious Smørrebrød open-faced sandwiches

If your budget doesn't allow for regular dining at expensive Michelin restaurants, don't despair — there are plenty of other options. The cheapest are the many shawarma and pizza joints that you find on almost every street in the city. You can get a shawarma for as little as kr 15-20 and pizzas start at around DKK 40. You can opt for take away or sit at the one or two tables that are usually available. The cheapest places can be found around Istedgade on Vesterbro and Nørrebrogade on Nørrebro. For affordable and delicious pita kebab, try Ahaaa on Blågårds Plads, or Boys Shawarma & Is for dürüm kebab on Nørrebrogade 216. For the best kebab in the city go to Shawarma Grill House Frederiksberggade 36.

If shawarma gets a little tiring, there are several Mediterranean-style all-you-can eat buffet restaurants dotted around the inner city. Riz Raz is popular, with three locations and a huge vegetarian buffet for kr 145 (lunch) or kr 185 (dinner). The branch on St. Kannikestræde has an infallible ability to seat and feed groups of all sizes. Nearby, Ankara on Krystalgade offers a Turkish-inspired buffet that includes meat as well as salads. Nyhavns Faergekro at Nyhavn has an original herring buffet where you can eat as much herring as you like prepared in twelve different ways (grilled and many different marinades).

For breakfast and lunch try one of Copenhagen's bakeries (Bager — look for a pretzel-like contraption out front). They are numerous and the quality is excellent. Many offer ready-made sandwiches (~kr 35) such as Denmark's famous open-faced rye bread sandwiches called smørrebrød. These sandwiches are small enough to take away and eat either with your hands or with a fork and knife and a wide range of ingredients are available including some elaborate combinations for the more adventurous. Most bakeries also offer coffee, bread rolls and cakes (expect to pay kr 8-10 for Danish pastry, here known as wienerbrød) and many bakeries offer at least some form of counter seating.

thumb|250px|Pølsevogn

For something quintessentially Danish, no visit to Copenhagen is complete without trying out a pølsevogn (see image on the right), literally ""sausage wagon"", where you can get your hands on several different forms of tasty hot dogs with a free selection of various toppings for next-to-nothing by local standards. It is also one of the few places where you are expected to socialize with the other guests. To blend in, remember to order a bottle of Cocio cocoa drink to wash down your hot dog. At night, when the wagons are put into storage, 7-Eleven stores (which are open 24/7) take over the business of satisfying your hot dog craving. They offer other eat-and-walk items like pizza slices or spring rolls.

Also, remember to look out for the term dagens ret on signs and menus — this means ""meal of the day"" and often translates to a filling",False
Q800,Costa Rica,"thumb|Costa Rican breakfast with [[gallo pinto]]
Costa Rican cuisine is a blend of Native American, Spanish, African, and many other cuisines. Dishes such as the very traditional tamale and many others made of corn are the most representative of its indigenous inhabitants, and similar to other neighboring Mesoamerican countries. Spaniards brought many new ingredients to the country from other lands, especially spices and domestic animals. Later in the 19th century, the African flavor lent its presence with influence from other Caribbean mixed flavors. This is how Costa Rican cuisine today is very varied, with every new ethnic group who had recently become part of the country's population influencing the country's cuisine.",False
Q224,Croatia,"==Eat==
thumb|Croatian cheese

Croatian cuisine is quite diverse so it is hard to say what meal is most typically Croatian. In the eastern continental regions (Slavonija and Baranja) spicy sausage such as kulen or kulenova seka is a must try. Čobanac (""shepherd's stew"") is a mixture of several kinds of meat with a lot of red spicy paprika. In Hrvatsko Zagorje and Central Croatia pasta filled with cheese called štrukli is a famous delicacy (it is said that the best štrukli in Croatia is served in the Esplanade Hotel restaurant in Zagreb), as is purica s mlincima, which is baked turkey cooked in a special kind of pastry. Sir i vrhnje (sour cream with cottage cheese) can be bought fresh on the Zagreb main market Dolac. Croats love a bit of oil and you will find plenty of it in piroška. In the mountainous regions of Lika and Gorski Kotar meals containing mushrooms, wild berries and game meat are very popular. One of typical dishes in Lika is police (oven-baked potatoes covered with bacon) and several kinds of cheese (smoked cheese and škripavac).

The coastal region is well known for its truffle delicacies and soup maneštra od bobić (Istria), Dalmatian pršut and paški sir (Pag-island cheese). Dishes made of fresh fish and other products of the sea (calamari, octopus, crabs, scampi) shouldn't be given a miss. Many places serve fish delivered from the local fisherman the night before – find out which ones!

thumb|Ćevapi

Croatian cuisine has yet to come up with a fast food representative. The market is dominated by globally ubiquitous hamburgers and pizzas but you will also find ""burek"" and ""ćevapčići"" imported from the Ottoman Empire, which stretched from the Middle East to neighbouring Bosnia. The latter two dishes are widely popular throughout Southeastern Europe. Burek is a type of meat or cheese pastry whereas ćevapčići are seasoned minced meat shaped in finger-size portions served in bread and often covered with onions. Although definitely not a fast meal (takes several hours to prepare), also foreign in origin is the so-called sarma or sauerkraut rolls filled with minced meat and rice. For those coming back from nightclubs at 04:00 or 05:00 as is common in Croatia, it is popular to go to the local bakery and get fresh bread, burek or krafne (Croatian chocolate filled donuts) straight out of the oven. As far as fast food goes, who needs it when you can buy delicious prsut during the day and warm bread at night to compliment it. Most Croatians generally look down at fast food.

Desserts: What it lacks in the fast food department Croatia makes up with a myriad of desserts. Probably the most famous is its delicious creamy cake called kremšnite but different kinds of gibanica, štrudla and pita (similar to strudel and pie) such as orehnjača (walnut), makovnjača (poppy) or bučnica (pumpkin and cheese) are also highly recommended. Dubrovačka torta od skorupa is delicious but hard to find. Paprenjaci (pepper cookies) are said to reflect Croatia's tumultu",False
Q241,Cuba,"==Eat==
thumb|A meal in Trinidad

Cuban cuisine has a partly deserved reputation for being bland, particularly compared with some neighbors like Jamaica. The national dish in Cuba is rice and beans (moros y cristianos), and the local spice repertoire rarely extends beyond salt and garlic. While the state-run restaurants many tourists ended up eating at had little incentive to improve flavor, the dining scene has improved considerably and the best food will generally be found in your casa particular or in privately owned and operated restaurants called paladares.

Black beans are a main staple in Cuban households. Cubans eat mainly pork and chicken for meat. Beef and lobster are controlled by the state, and therefore illegal to sell outside of state owned hotels and restaurants, however special lobster lunch/supper offers are plentiful for tourists. You may see turtle on menus in paladares, but they are endangered and eating them is illegal. That an item is listed on a menu does not, however, mean it is available.

Small street vendors typically sell
* sandwiches
* fruits (1 banana CUP1-2)
* small pizzas (CUP10-20) handed in whatever clean paper is around (usually approximately a 15-20 cm round piece with some tomato sauce and few flakes of cheese. They are OK.)
* refrescos (usually various juices)
* spaghetti in tomato sauce
* ice cream
* cream cakes

The quality varies from vendor to vendor.

thumb|[[Street food|Street vendor with barbecued pig]]
The tourist areas of Havana and other large cities have many dining options.

Paladares, locally owned restaurants in private homes, are plentiful, even in the smaller towns. Seating is often limited, so you may need to arrive when they open, usually around 17:00-18:00. If you are staying in a casa particular ask your host for recommendations, as the quality of the food can vary substantially between paladares. Only eat in ones that have a printed menu with prices, otherwise you are very likely to pay two to three times as much as you should. Several have taken to printing two different menus, one with local prices and one with foreigner prices. Eating in paladares is legal, but if you are taken there by a Cuban, you may be charged extra in order to cover commission of the person who brought you. A supper will cost around ~US$7-10 per person.

There are private restaurants that cater for Cubans and are only allowed to take CUP. You will recognise them by a board that states the daily offers and prices. A tasty serving of rice, vegetables, plantains, and pork or beef will cost around CUP30-50. Some places even sell it to you in a cajita [""little box"" in English].

Restaurants are owned by the government and run by employees, and the food ranges from bland to spicy. Eating in state owned hotels and restaurants is significantly more expensive and compares with prices in many first world countries. An average supper with soup, dessert and a glass or two of wine could easily cost ~US$20-30 per person. In the",True
Q25279,Curaçao,"Local food is called Krioyo (pronounced the same as criollo, the Spanish word for ""Creole"") and is similar in flavours and techniques to Caribbean cuisine and Latin American cuisine. Dishes common in Curaçao are found in Aruba and Bonaire as well. Popular dishes include stobá (a stew made with various ingredients such as papaya, beef or goat), guiambo (soup made from okra and seafood), kadushi (cactus soup), sopi mondongo (intestine soup), funchi (cornmeal paste similar to fufu, ugali and polenta) and fish and other seafood.

The ubiquitous breakfast dish is pastechi: fried pastry with fillings of cheese, tuna, chicken, or ground meat. Around the holiday season special dishes are consumed, such as the hallaca and pekelé, made out of salt cod. At weddings and other special occasions a variety of kos dushi are served: kokada (coconut sweets), ko'i lechi (condensed milk and sugar sweet) and tentalaria (peanut sweets). The Curaçao liqueur was developed here, when a local experimented with the rinds of the local citrus fruit known as laraha. Surinamese, Chinese, Indonesian, Indian and Dutch culinary influences also abound.",False
Q229,Cyprus,"thumb|left|Cypriot [[meze]]

During the medieval period, under the French Lusignan monarchs of Cyprus an elaborate form of courtly cuisine developed, fusing French, Byzantine and Middle Eastern forms. The Lusignan kings were known for importing Syrian cooks to Cyprus, and it has been suggested that one of the key routes for the importation of Middle Eastern recipes into France and other Western European countries, such as blancmange, was via the Lusignan Kingdom of Cyprus. These recipes became known in the West as vyands de Chypre, or foods of Cyprus, and the food historian William Woys Weaver has identified over one hundred of them in English, French, Italian and German recipe books of the Middle Ages. One that became particularly popular across Europe in the medieval and early modern periods was a stew made with chicken or fish called malmonia, which in English became mawmeny.William Woys Weaver, 'Poland in the Middle Ages' in Maria Dembinska (ed.) Food and Drink in Medieval Poland: Rediscovering a Cuisine of the Past (Philadelphia: University of University of Pennsylvania Press, 1999) pp.&nbsp;41–46

Another example of a Cypriot food ingredient entering the Western European canon is the cauliflower, still popular and used in a variety of ways on the island today, which was associated with Cyprus from the early Middle Ages. Writing in the 12th and 13th centuries the Arab botanists Ibn al-'Awwam and Ibn al-Baitar claimed the vegetable had its origins in Cyprus, and this association with the island was echoed in Western Europe, where cauliflowers were originally known as Cyprus cabbage or Cyprus colewart. There was also a long and extensive trade in cauliflower seeds from Cyprus, until well into the sixteenth century.Jon Gregerson, Good Earth (Portland: Graphic Arts Center Publishing Company, 1990) p.41

thumb|upright=0.75|Cypriot [[Halloumi]]
thumb|upright=0.75|Cypriot style café in an arcade in [[Nicosia]]

Although much of the Lusignan food culture was lost after the fall of Cyprus to the Ottomans in 1571, a number of dishes that would have been familiar to the Lusignans survive today, including various forms of tahini and houmous, zalatina, skordalia and pickled wild song birds called ambelopoulia. Ambelopoulia, which is today highly controversial, and illegal, was exported in vast quantities from Cyprus during the Lusignan and Venetian periods, particularly to Italy and France. In 1533 the English traveller to Cyprus, John Locke, claimed to have seen the pickled wild birds packed into large jars, of which 1200 jars were exported from Cyprus annually.David Bannerman and Mary Bannerman Birds of Cyprus (London: Oliver and Boyd, 1958) p.&nbsp;384

Also familiar to the Lusignans would have been Halloumi cheese, which some food writers today claim originated in Cyprus during the Byzantine period although the name of the cheese itself is thought by academics to be of Arabic origin.P. Papademas, ""Halloumi Cheese"" in A.Y. Tamime (ed.), Brined Cheeses",False
Q213,Czech Republic,"==Eat==
Like in most other touristy European countries, the main tourist areas are full of tourist trap restaurants serving overpriced and mediocre food. Therefore, it is important that you find pubs and restaurants patronised by Czechs themselves; ask local friends for their recommendations if possible, or try looking at online review sites beforehand. English proficiency can be a hit or miss, and is usually poor to non-existent in more traditional establishments with older waitstaff, so bring along your Czech phrasebook just in case. Also note that service is usually brusque by American standards in pubs and restaurants that primarily serve a local clientele.

In a vast majority of better restaurants located in major cities, you can pay by credit card (ElectronCard/Mastercard, Visa), but don't be surprised if a few will not accept them. Check the door for respective card logos when entering the restaurant or ask the waiter before ordering if you don't carry cash. Czechs sometimes use special meal tickets (stravenky) to pay in some restaurants — these are tax-preferred and subsidised by employers. You won't get these tickets unless you get a job in the Czech Republic; just don't be surprised when you see them.

Many local restaurants serve a ""daily menu"" (denní menu), which is essentially a two to three-course lunch special at a discounted price. The menus for these will usually be in Czech only, as they are primarily targeted at the local office workers, and are only available at lunchtime, ending at around 13:00–14:00. Nevertheless, where available, they are of good value, and you are welcome to order it as a visitor too. 

A good place to find traditional Czech food at affordable prices is a lidová jídelna, often translated as ""cafeteria"" or ""canteen"". A relic of the communist era when they were set up by the government to provide meals to the workers, these are typically self-service cafeteria-style, only have Czech menus on the wall, do not have English-speaking staff, and only open for lunch, but the prices can't be beaten.

Traditional Czech food is hearty and suitable after a hard day in the fields. It is heavy and quite fatty, and is excellent in the winter. There is now a trend towards lighter food with more vegetables, the traditional heavy and fatty Czech food is usually not eaten every day and some people avoid it entirely. However, nothing goes as well with the excellent Czech beer as some of the best examples of traditional Czech cuisine, like pork, duck, or goose with knedlíky (dumplings) and sauerkraut.

A traditional main meal of a day (usually lunch) consists of two or three dishes. The first dish is hot soup (polévka). The second dish is the most important part, very often based on some meat and side dish (both served on the same plate). The third, optional part is either something sweet (and coffee) or a small vegetable salad or something similar.

For something light, look for a small open-faced sandwich known as chlebíček.",False
Q16557,Dallas,"==Eat==

Areas with high concentrations of restaurants include the following:
* Beltline Road through Addison and North Dallas, just north of I-635, has perhaps the most restaurants per-capita in the U.S. If there is a type of food you like then you can probably find it there.
* Greenville Avenue running north to south in East Dallas, has many restaurants along its length, particularly in Lower Greenville.
* Knox and Henderson streets (the ""Knox/Henderson"" neighborhood), off US-75 Uptown have many laid-back, stylish restaurants.
* McKinney Avenue is the heart of Uptown, with a wide variety of quality establishments.
* The West End in the northwest part of Downtown has a good mix of original local restaurants and successful chain establishments.
* The Bishop Arts District of South Dallas, one of the city's more bohemian spots, is full of unusual and innovative restaurants.
Dallas has a good number of its own chain restaurants which have become quite successful in the area, offering unique local flavors.

* 
* 

Main Street in Downtown has seen major improvements over the last few months, with plenty of places to eat and to play. Highly Recommended. Don't forget to stop by the City Tavern for a longneck or two.

* West End - This is an attractive enough historic neighborhood with buildings in a turn-of-the-century redbrick vernacular—the notorious School Book Depository is one of them—in the northwest quadrant of downtown. The area is mostly popular with suburbanites and tourists out for dinner and a quick stroll around the neighborhood but has a number of bars as well.
* Deep Ellum is a district of bars, dance clubs, music venues and tattoo shops east of downtown on Main, Elm and Commerce streets. It is a hipster haven for young people and a weekend destination for music lovers of all ages, and is named for being on the far (""Deep"") end of Elm Street (""Ellum."")
* Uptown and McKinney Ave - This is where Dallas' beautiful people go to see and be seen. Trendy to the nth degree, this neighborhood contains very upscale, fashionable clubs.
* Lower Greenville has many older drinking establishments.
* Downtown is home to a burgeoning nightlife district and upscale restaurants.
* Addison has some famous drinking spots tucked in among its many restaurants, notably The Flying Saucer.",False
