destination_id,destination_name,practical_notes_text,mentions_visa,mentions_visa_on_arrival,mentions_visa_free
Q1030,Namibia,"Namibia's country code is 264. Each city or region has a two-digit area code. When calling long distance within Namibia, prefix the area code with a '0'. There are still a few pay phone booths around the country but they are no longer maintained. When making an international call from a phone booth, bring plenty of coins. Such calls are still expensive in Namibia, and it requires some dexterity to stuff coins in fast enough to not be cut off.

Mobile phones are very common in Namibia. There are two cell phone providers in Namibia, MTC and Telecom. Overall, MTC offers better coverage for tourists. Coverage is complete in all towns and on the major highways. On minor roads and in the countryside you won't have reception, despite both providers advertising near-complete coverage. All major tourist destinations are covered by MTC. Telecom has better coverage in villages that are not on tourist routes. If you are travelling near the borders, be aware that the foreign towers are usually stronger, and your phone will connect to these, causing additional charges.

A new SIM card costs N$10 or less and has N$5 of credit on it. Unlike in South Africa you don't need a passport to register them (January 2020) but the legislation to make this compulsory is coming soon. Bundles are available at N$30-50 and give several hundred SMSs, 100 call minutes or more, and 1-10 GiB of data. These bulk options, called ""Away"" for MTC and ""Jiva"" for Telecom, are very common and a lot cheaper than pure data packages. However, they all expire after a week. 

MTC SIM cards need to be activated by phoning or texting to them. Data usage needs to be activated in an official outlet of the provider, only available in larger towns and at the airport. Recharge vouchers are available everywhere for MTC. Only few vendors stock Telecom vouchers, buy them in advance with the SIM card. When recharging, 15% tax is deducted; a N$30 voucher will give you N$26.09 credit, not N$30.

The international airport and virtually every restaurant, bar, B&B and camp site provide free Wi-Fi. However, not all of Namibia is covered by mobile towers. Far away from both major highways (A and B roads) and larger settlements, there is no reception. The tourist establishments in these remote areas themselves have no Internet access, and can thus not provide it to you. Some fill the coverage gap by providing satellite Internet, but this is by no means guaranteed.",False,False,False
Q697,Nauru,"Nauru is a , oval-shaped island in the southwestern Pacific Ocean. The island is surrounded by a fringing coral reef, which is exposed at low tide and dotted with pinnacles. The presence of the reef has prevented the establishment of a seaport, although channels in the reef allow small boats access to the island. A fertile coastal strip wide lies inland from the beach.

Coral cliffs surround Nauru's central plateau. The highest point of the plateau, Command Ridge, is above sea level.

The only fertile areas on Nauru are on the narrow coastal belt, where coconut palms flourish. The land around Buada Lagoon supports bananas, pineapples, vegetables, pandanus trees, and indigenous hardwoods, such as the tamanu tree.

Nauru was one of three great phosphate rock islands in the Pacific Ocean, along with Banaba (Ocean Island), in Kiribati, and Makatea, in French Polynesia. The phosphate reserves on Nauru are now almost entirely depleted. Phosphate mining in the central plateau has left a barren terrain of jagged limestone pinnacles up to high. Mining has stripped and devastated about 80 per cent of Nauru's land area, leaving it uninhabitable, and has also affected the surrounding exclusive economic zone; Forty per cent of marine life is estimated to have been killed by silt and phosphate runoff.

The island has no rivers. 

Nauru's climate is hot and very humid year-round because of its proximity to the equator and the ocean. Nauru is hit by monsoon rains between November and February. Annual rainfall is highly variable and is influenced by the El Niño–Southern Oscillation, with several significant recorded droughts. The temperature on Nauru ranges between during the day and is stable at about at night.

Streams and rivers do not exist in Nauru. Water is gathered from roof catchment systems or brought to Nauru as ballast on ships returning for loads of phosphate.

thumb|Aerial view of Nauru.
Fauna is sparse on the island because of a lack of vegetation and the consequences of phosphate mining. Many indigenous birds have disappeared or become rare owing to the destruction of their habitat. There are about 60&nbsp;recorded vascular plant species native to the island, none of which are endemic. Coconut farming, mining, and introduced species have seriously disturbed the native vegetation.

Although it has no native land mammals, Nauru does have native insects, land crabs, and birds, including the endemic Nauru reed warbler. The Polynesian rat, cats, dogs, pigs, and chickens have been introduced to Nauru from ships.",False,False,False
Q837,Nepal,"Internet connectivity is increasing rapidly, and obviously its availability is most widespread in Kathmandu (especially in Thamel and around the Boudha Stupa in Boudhanath) or Pokhara. In those two cities, most hotels and lodges will have free Internet connection with Wi-Fi. So will many restaurants. More and more villages will have Internet available at some lodges, usually with Wi-Fi. For example, in 2013, Wi-Fi was available in lodges in Jomsom and Muktinath. In the more remote villages, however, there may only be the occasional Internet cafe that is available. For example, Chame (on the Annapurna circuit) has an Internet cafe with secured Wi-Fi for Rs15 per minute. Even more remote villages may have Internet via satellite connection, but it is quite pricey at over Rs100 per minute.

Mail can be received at many guesthouses or at Everest Postal Care, opposite Fire & Ice on Tridevi Marg. Phone calls are best made from any of the international phone offices in Kathmandu. Voice over Internet (VOI) is usually Rs1-2/min. Mobile phones are the best option (see below).

There are two main mobile operators in Nepal: government-run NTC (Nepal Telecom Company) and private Ncell (previously called Spice Mobile and Mero Mobile).

Both operators allow tourists to buy SIM cards for about Rs200 in Kathmandu and most major towns. You will need to bring a passport photo, fill in a form and have your passport and visa page photocopied.

Ncell SIMs can be bought from many stores, but are best bought from official stores in Birgunj or Kathmandu. Micro SIMs can be cut for free if you need.

NTC SIMs can be bought from their official offices and mobile stores across the country. They do not publish their coverage maps. However they do have superior remote coverage to Ncell, particularly on the Annapurna, Everest and other trekking routes.

thumbnail|150px|Typical wall socket that accepts multiple plug types (A, B, C, E, F, G, I, D)

In Nepal, various types of electric plugs and sockets are common.

The most common plug types to be found on devices are C (Europlug), F (""Schuko""), G (UK), D and M.

Sockets mostly accept multiple types of plugs. Most modern wall sockets will accept types A, B, C, E, F, G, I and D. Some will additionally support type M. Note that the European plugs (types C, E and F) will typically sit rather loosely in these ""universal sockets"", so it can be advisable to use an adapter.

Occasionally you may also see older sockets which only support types D and M. However, at least one ""modern"" socket will usually be present in a room.

Adapters can be purchased inexpensively in Kathmandu for around ₨100, and some have fuses built in. Try shopping in Thamel or the Kumari Arcade in Kathmandu.

Electricity on treks can be scarce. In remote parts there may only be solar powered electricity. Expect to pay Rs100-200 per hour to charge devices on many tea-house treks, including the Everest base camp trek.

If you have devices that will need regu",True,False,False
Q55,Netherlands,"The country code for the Netherlands is 31. The outbound international prefix is 00 (e.g. to call the US, substitute 00 1 for +1 and for the UK 00 44 for +44.)

The cellular phone networks in the Netherlands are operated by KPN, VodafoneZiggo and Odido; other operators use one of these 3 networks. All providers offer 4G coverage in almost every corner of the Netherlands, and 5G is at almost the same level. Note that 3G networks have been turned off, and 2G is only available at KPN and VodafoneZiggo, mainly for business purposes.

If you're bringing your own (GSM) cell phone to call (or receive calls) whilst in the Netherlands, make sure to check the relevant ""roaming"" charges for your provider, as they vary substantially. Receiving phone calls on a cell phone using a Dutch SIM card is free in most cases; charges may apply if you're using a foreign SIM card, as the call is theoretically routed through your country of origin. It may be cheaper to buy a pay-as-you-go SIM card to insert into your GSM phone, or even to buy a very cheap pay-as-you-go card+phone bundle. Providers that specialise in discount rates to foreign countries include Lyca and Lebara.

As of January 2023, there are no public phone booths left in the Netherlands.

0800 numbers are toll-free while 09xx numbers are charged at premium rates. Mobile phones have numbers in the 06 range, and calls to cell phones are also priced at higher rates. (National) Directory Inquiries can be reached via 1888, 1850 and various other 'Inquiry-operators'. Rates differ by operator, but are usually rather high, more than €1 per call, as well as per-second charges. International Directory Inquiries can be reached on 0900 8418 (M-F 08:00-20:00, €0.90 per minute). Phone numbers can also be found on the Internet, free of charge, on Telefoonboek.nl, De Telefoongids.nl and for opening times visit Openingstijden.nl or OpeningstijdenGids.nl.

KPN, VodafoneZiggo and Odido offer complete 4G coverage. 5G networks are nearing completion. Other service providers, using the networks of the aforementioned operators, may offer a slower connection for lower prices.
Dutch sim cards are also available with mobile internet access, typically from €10 for 1 GB and a month validity. Users with a mobile phone account from an EU country can use their data plan in the Netherlands without incurring extra charges.

Internet cafés are increasingly rare but can still be found in major cities and usually also provide international calling booths. Many public libraries provide Internet access, usually at a charge. Wireless Internet access using Wi-Fi is quite widely available. It's usually a free service in pubs, restaurants and many attractions. In hotels the situation differs, with free service in some and high rates in others. Free Wi-Fi is offered in many of the larger railway stations, a growing number of NS intercity trains, local trains of some of the other operators, and some regional buses, and Schiphol offers l",False,False,False
Q664,New Zealand,"thumb|Old style telephone booths in [[Dunedin, also serving as a tourist attraction]]
thumb|Phone box in Pukekohe
New Zealand has a well developed and ubiquitous telephone system. The country's legacy phone company, Spark, claimed in 2009 to have about 4,000 payphones in NZ which can be easily identified by their yellow and blue colours, but these numbers are now diminishing. All of them accept major credit cards and a variety of phonecards available from retailers. You may have to look hard for a payphone that accepts coins.

The international telephone country code for New Zealand is 64. The international access code or prefix is 00.

Area codes are as follows. When calling from overseas, omit the leading zero:
:03 in the South Island, Stewart Island and the Chathams
:04 in Greater Wellington (excluding Wairarapa)
:06 in Taranaki, Whanganui, Manawatu, the Central North Island south of Mount Ruapehu, Hawke's Bay, East Coast, and Wairarapa.
:07 in Waikato, Bay of Plenty and the Central North Island north of Mount Ruapehu
:09 in Auckland and Northland.
Local landline numbers are seven digits long. You'll need to dial the area code if you are making a call outside your local area, even if the area code is the same (e.g.: you have to dial 03 when calling Christchurch from Dunedin, 07 when calling Hamilton from Tauranga, etc.).

Mobile numbers start with 02 followed by between seven and nine digits (usually eight).

Freephone numbers start with 0508 or 0800 and can not be connected from outside New Zealand.

The three major mobile network operators are Spark', One NZ (formerly Vodafone NZ), and 2degrees. There are also numerous mobile virtual network operators (MNVOs), the most prominent being Skinny, which operates on Spark's network. All networks provide 4G and 5G service only; 2G and 3G service will shut down by the end of March 2026. Limited satellite coverage is available on compatible phones on the One NZ network, with the other two major networks rolling out satellite coverage in 2026.

All major NZ mobile networks claim to have coverage ""where 97% of NZers live, work and play"", although this needs to be taken with a grain of salt. Mobile telephone coverage is good near urban areas although the mountainous terrain means that, outside these urban areas and especially away from the main highway system, coverage may be patchy. Do not rely on mobile phones in hilly or mountainous terrain. Satellite coverage (where available) allows text messages and limited data service where you have a clear view of the sky; however, full data service and phone calls, including to emergency services, are not available.

SIM cards are widely available and no registration is necessary. Unless you specifically buy a travel SIM (which are generally only available at airport stores), you will need to download the respective network's app or call them to activate your SIM, top-up the credit balance and to buy plans or packs. Most airports and shopping mall",False,False,False
Q811,Nicaragua,"Nicaraguans like to call their country ""país de lagos y volcanes"" - Land of lakes and volcanoes and this certainly an apt description of the overall layout, particularly of the Western half of the country.

Temperature is most influenced by altitude. On the Pacific side there is a pronounced dry (November-April, known locally as ""verano"") and rainy season (known locally as ""invierno"") but the further east you got the longer the rainy season becomes and the rainier the dry season gets. Torrential downpours in the rainy season (May–October) can catch you by surprise and soak you within minutes, even in the Pacific lowlands, so be prepared if you're traveling during the rainy season. In the Northern Highlands cloud forests dominate and thus cold, foggy weather is no rare occurrence. Temperatures might drop to the tens Celsius in the early morning hours on high altitudes but snow is unheard of. The Caribbean coast is overall much wetter with rain a common occurrence even in the ""dry"" season. The last devastating hurricane to hit Nicaragua was Mitch in 1998 and the country is generally not in the main pathway of hurricanes, but you should still heed warnings and absolutely evacuate at the very least to the Pacific side if there is any chance of a hurricane hitting the place you're in. Hurricane Otto, which hit the country and neighboring Costa Rica in November 2016 left no dead and less destruction than feared, and showed that Nicaragua is now better prepared for natural disasters than in the past.

thumb|View of Cerro Kilambè
Nicaragua has an area of 130,373&nbsp;km2. The most noteworthy features of Nicaragua's geography are visible at a glance: Lake Nicaragua in the southwest with a mostly low lying plain west of it that experiences dry seasons and has historically been the densest populated and most agriculturally used part of the country. In the north, high mountains gave rise to coffee and tobacco farming and this is where the country is at its coldest and also where most historical guerrillas be they Sandinista or Contra, found their hideouts. From northwest to southeast a spine of mostly active volcanoes stretches through the country - including Lake Nicaragua - with the volcano Cosigüina at the heart of the eponymous peninsula marking the northwestern-most end of this volcanic chain and the Solentiname islands the southeastern-most feature of volcanic origin in the country. The east of the country is dominated by tropical rainforest and has historically been sparsely populated. In the south the Rio San Juan meanders through a mostly low-lying plain with rainforest to either side while in the north the Bosawas rainforest begins in the foothills of the northern highlands and stretches almost all the way to the coast. The highest altitudes in the country are found in the north with the highest mountain - Cerro Mogoton (2,107 m; 6,912 feet) - sitting at the border with Honduras. The longest river of the country and all of Central A",False,False,False
Q1032,Niger,"Not until 1993, 35 years after independence from France, did Niger hold its first free and open elections. A 1995 peace accord ended a five-year Tuareg insurgency in the north. Coups in 1996 and 1999 were followed by the creation of a National Reconciliation Council that effected a transition to civilian rule by December 1999. In 2009, a coup d'état toppled the elected-turned-dictator government, and returned Niger to an electoral democracy. After the transition to democracy, Niger became a strong ally of Western states like the United States and France, both of which established military bases and military cooperation with the Nigerien armed forces. Niger has played an outsized role in the global anti-terror movement, serving as a base of operations for the fight against insurgents in the Sahel and Saharan regions. However, this has led to an increase in terrorist attacks in and around Niger itself by militants that cross the porous borders from Mali and Burkina Faso. 

Although Niger has huge economic potential, Niger has never particularly been a wealthy country and the country has a myriad of social, economic, and political problems. Most people live in poverty and work as farmers. Niger is also the country with the youngest average population.

thumb|Niamey, capital city of Niger
Niger's economy centers on subsistence agriculture, animal husbandry, reexport trade, and increasingly less on uranium, because of declining world demand. The 50% devaluation of the West African franc in January 1994 boosted exports of livestock, cowpeas, onions, and the products of Niger's small cotton industry. The government relies on bilateral and multilateral aid — which was suspended following the April 1999 coup d'état — for operating expenses and public investment. In 2000-01, the World Bank approved a structural adjustment loan of $105 million to help support fiscal reforms. However, reforms could prove difficult given the government's bleak financial situation. The IMF approved a $73 million poverty reduction and growth facility for Niger in 2000 and announced $115 million in debt relief under the Heavily Indebted Poor Countries (HIPC) initiative. Niger is the world's second poorest country and has the world's lowest standard of living.

Niger has a population of over 25 million. The Hausa (Zarma and Songhai) make up the largest ethnic groups of Niger.

Over 20% of Nigeriens are made up of nomadic and livestock raising tribes, including Fulani, Tuareg, Wodaabe, Kanuri, Arabs and Toubou.",False,False,False
Q1033,Nigeria,"The country code for Nigeria is 234.

Dialing out from Nigeria: you will need to dial the International Code, followed by the phone digit numbers.

Dialing into Nigeria: callers use +234 followed by the phone digit numbers.
There is also a company in Nigeria called Elixir Communication Worldwide that offers mobile phones for the blind and visually challenged. All the mobile operators have a roaming agreement with other mobile operators around the world.

The leading zero in area codes and similar prefixes is for domestic calls. It is not dialed when using the country code.

For foreigners, Internet services are pretty cheap. You can expect to pay 11,000NGN (7 USD) for 40GB of data + 40 mins of calls valid for a month.

Mobile phone service providers:
* 
* 
* 
*",False,False,False
Q34020,Niue,"thumb|upright=1.3|Natural stone arch at the [[Limu Pools along the coast of Niue]]

Niue is a raised coral atoll in the southern Pacific Ocean, east of Tonga.Jacobson G, Hill PJ (1980) Hydrogeology of a raised coral atoll, Niue Island, South Pacific Ocean. Journal of Australian Geology and Geophysics, 5 271–278. There are three outlying coral reefs within the exclusive economic zone, with no land area:
#Beveridge Reef, southeast a submerged atoll drying during low tide, north-south, east-west, total area&nbsp;, no land area, lagoon deep
#Antiope Reef, northeast a circular plateau approximately in diameter, with a least depth of 
#Haran Reef (also known as Harans Reef), southeast 

Besides these, Albert Meyer Reef, southwest almost long and wide, least depth , is not officially claimed by Niue; further, the existence of Haymet Rocks ( east-southeast) is in doubt.

Niue is one of the world's largest coral islands. The terrain consists of steep limestone cliffs along the coast with a central plateau rising to about above sea level. A coral reef surrounds the island, with the only major break in the reef being in the central western coast, close to the capital, Alofi. A number of limestone caves occur near the coast.

The island is roughly oval in shape (with a diameter of about , with two large bays indenting the western coast, Alofi Bay in the centre and Avatele Bay in the south. Between these is the promontory of Halagigie Point. A small peninsula, TePā Point (Blowhole Point), is close to the settlement of Avatele in the southwest. Most of the population resides close to the west coast, around the capital, and in the northwest.

thumb|upright=1.3|Jagged fossilized coral pinnacles at Togo
Some Niue soils are geochemically very unusual. They are extremely weathered tropical soils, with high levels of iron and aluminium oxides (oxisol) and mercury, and they contain high levels of natural radioactivity, with thorium-230 and protactinium-231 heading the decay chains. This distribution of elements is found naturally on very deep seabeds, but the geochemical evidence suggests that the origin of these elements is extreme weathering of coral and brief sea submergence 120,000 years ago. Endothermal upwelling, by which mild volcanic heat draws deep seawater up through the porous coral, almost certainly contributes.

No adverse health effects from the radioactivity or the other trace elements have been demonstrated, and calculations show that the level of radioactivity is probably much too low to be detected in the population. These unusual soils are very rich in phosphate, but it is not accessible to plants, being in the very insoluble form of iron phosphate, or crandallite. It is thought that similar radioactive soils may exist on Lifou and Mare near New Caledonia, and Rennell in the Solomon Islands, but no other locations are known.

The island has a tropical rainforest climate (Af) according to the Köppen climate classification with high te",False,False,False
Q23681,Northern Cyprus,"Northern Cyprus has an area of , which amounts to around a third of the island. to the north of Northern Cyprus lies Turkey with Syria lying to the east. It lies between latitudes 34° and 36° N, and longitudes 32° and 35° E.

The coastline of Northern Cyprus features two bays: the Morphou Bay and the Famagusta Bay, and there are four capes: Cape Apostolos Andreas, Cape Kormakitis, Cape Zeytin and Cape Kasa, with Cape Apostolos Andreas being the endpoint of the Karpaz Peninsula. The narrow Kyrenia mountain range lies along the northern coastline, and the highest point in Northern Cyprus, Mount Selvili, lies in this mountain range with an altitude of . The Mesaoria plain, extending from the Güzelyurt district to the eastern coastline is another defining landscape. The Mesaoria plains consist of plain fields and small hills, and is crossed by several seasonal streams. The eastern part of the plain is used for dry agriculture, such as the cultivation of wheat and barley, and are therefore predominantly green in the winter and spring, while it turns yellow and brown in the summer.Doğu Mesarya Bölgesi , EU Coordination Center, retrieved on 28 December 2012.

56.7% of the land in Northern Cyprus is agriculturally viable.KUZEY KIBRIS TÜRK CUMHURİYETİ MESARYA OVASI TARIM İŞLETMELERİNDE YETER GELİRLİ İŞLETME BÜYÜKLÜĞÜ VE OPTİMAL ÜRETİM DESENİNİN DOĞRUSAL PROGRAMLAMA YÖNTEMİ İLE TESPİTİ [DETERMINATION OF SUFFICIENTLY PROFITABLE FARM SIZE AND OPTIMAL PRODUCTION PATTERN IN AGRICULTURAL ENTERPRISES OF THE MESAORIA PLAIN, TURKISH REPUBLIC OF NORTHERN CYPRUS, USING THE LINEAR PROGRAMMING METHOD]. , Ankara University, retrieved on 28 December 2014.

thumb|Beach near [[Galateia|Mehmetcik, İskele District]]
The winter in Northern Cyprus is cool and rainy, particularly between December and February; those three months see 60% of the region's annual rainfall.Section source. Weather cypnet.co.uk. Retrieved 14 September 2008. These rains produce winter torrents that fill most of the rivers, which typically dry up as the year progresses. Snow has been known to fall on the Kyrenia Range, but seldom elsewhere in spite of low night temperatures. The short spring is characterised by unstable weather, occasional heavy storms and the ""meltem"", or westerly wind. Summer is hot and dry enough to turn low-lying lands on the island brown. Parts of the island experience the ""Poyraz"", a north-westerly wind, or the sirocco, a wind from Africa, which is dry and dusty. Summer is followed by a short, turbulent autumn.

Climate conditions on the island vary by geographical factors. The Mesaoria Plain, cut off from the summer breezes and from much of the humidity of the sea, may reach temperature peaks of . Humidity rises at the Karpaz Peninsula. Humidity and water temperature, , combine to stabilise coastal weather, which does not experience inland extremes. The Southern Range blocks air currents that bring rain and atmospheric humidity from the south-west, diminishing bot",False,False,False
Q423,North Korea,"For international calls to North Korea, the country code is +850. Some phone numbers (mostly faxes) can be called directly from abroad; most other calls will need to go through the international operator service on +850-2-18111.

International calling is generally possible via landlines in hotels, though it is expensive (€2 per minute as of Feb 2012) and all calls are likely recorded and monitored.

Local calls need elusive 10&nbsp;chon coins when calling from call boxes, but can also be made from hotels and post offices.

Additionally, your phone calls may be heavily monitored, so you should be careful of what you talk about in phone calls that you make in North Korea.

as of jyou are allowed to carry a mobile phone from outside the country into North Korea. You will not be able to use your current SIM card in North Korea, however. The only network you are allowed to connect to is the local network, Koryolink, via one of their SIM cards. Your phone must be a 3G WCDMA phone which can connect to the 2100MHz 3G frequency band.

A 3G mobile phone network (Koryolink) covers the 42 largest cities. It is widely used by locals who can afford it and by long-staying foreigners who file an application. SIM cards and phones can be purchased at the International Communication Center, No.2 Pothonggang-dong in Pothonggang District, opposite the Pyongyang Indoor Stadium, as well as at Pyongyang airport and some hotels. As of 2013, 3G mobile internet via Koryolink is available to foreigners, although pricing is unknown. Bear in mind that these SIM cards will only let you call internationally and to a very small number of internationally-enabled phones in North Korea. There are three plans you can choose from for your SIM card:
#Purchase a prepaid SIM card for €50. This gives you the SIM card to keep indefinitely for return visits, and includes a small amount (less than €30) of calling credit.
#Rent a prepaid SIM card for two weeks for €50. This includes €30 of calling credit.
#Rent a prepaid SIM card for one month for €75. This includes €55 of calling credit.
Calling rates are as follows:
*China and South-East Asia: €1.43 per minute.
*Russia: €0.68 per minute.
*France and Switzerland: €0.38 per minute.
*UK and Germany: €1.58 per minute.

Internet facilities are limited to a very few North Koreans with appropriate privileges to use it. For foreigners, most of the larger hotels have Internet access available, but this needs to be applied for some days in advance. Advise your tour operator or inviting party of your requirements well ahead of time so that access permission can be arranged. There are no public internet cafés or business centres with web access in the hotels. Mobile internet is available via Koryolink's 3G network (see above) using a local SIM card, but details about this are scarce. Also, even if you have Internet access, your traffic will probably be monitored. There is very little Internet connectivity in North Korea; the little that e",False,False,False
Q221,North Macedonia,"Domestic telephone service is available in all inhabited towns, via VoIP only. In fact, North Macedonia was the first country in Europe to go fully VoIP, back in 2014. There is an affordable fixed phone service (wireless and easy to install) from the mobile operator ONE available prepaid (without a monthly fee, 12 months availability without recharge, recharging for only 500 denar/€8) and postpaid.

Mobile phones are widely spread and the coverage is excellent. There are four mobile networks (T-mobile [http://www.t-mobile.com.mk/public/?itemid=389505dc-f903-4847-80a6-8af095c32f3f, A1 LycaMobile [https://www.lycamobile.mk/mk/ and MTel , all providing 5G service. You may need to show your ID card or passport when buying a SIM card. For tourists data packages with sufficient GB (e.g. 100GB) are available dirt cheap. Many mobile providers in the Balkans provide free roaming across Balkan countries. So, in case you are planning to cross the border, ask on how to use the local SIM card in other Balkan countries. For instance, a One.al SIM card from Albania works flawlessly in North Macedonia and Kosovo with a regular Albanian package.

Internet access is widely available throughout the country. Almost all hotels provide internet access, either free or paid. Local coffee shops usually offer free Wi-Fi access, as many other public places do. Feel free to ask for the password, if the network is locked. ONE offers both internet for home and mobile internet. Internet cafés are available in most cities and in some villages.",False,False,False
Q20,Norway,"The international dialling prefix is 00 like in the EU. On mobile phones, you can use ""+"" instead. Norway's country code is 47 (so Norwegian numbers can be dialled as +47 xx-xx-xx-xx). Since 2020, there are no area codes; the leading ""0"" in some numbers should not be dropped when dialling from abroad.

Mobile phone coverage is universal in urban areas and generally also good in rural Norway, though on occasion some rural valley areas might be badly covered.

Even in the most remote mountain cabins, as long as they are staffed, you will usually be able to send a postcard.

Most Norwegian households are connected to the Internet in some way (often broadband), making cybercafés hard to find outside major cities, due to relatively low demand. Most public libraries have free public access to the internet, but a limited number of computers and limited opening hours.

If you bring a laptop with a wireless connection you will find wireless internet zones just about everywhere (gas stations, grocery stores, city centres, cafés, shopping centres, hotels, etc.) Be prepared to pay for it though. It is not unusual for hotels to have a terminal for guest use. Around 60% of camp grounds have Wi-Fi Internet, but if it's crucial for you, best to ask before paying for your camping space.

If you are coming from another EU or EEA country, you will likely be able to continue using your SIM in Norway without surcharges, subject to any fair-use limits imposed by your provider. If you are coming from a third country, note the pricing below and consider making plans to purchase a SIM from another EU/EEA provider with generous EU usage policies before arriving in Norway.

Telenor (national telecoms provider) sells pre-paid SIM cards for 49 kr, providing fast 4G internet access capped at 20 kr per day. Speed is reduced after 1 GB in a month, with no option to extend it, so it's not recommended for travelers with heavy usage. Telenor stores (including the one at the airport) ask 199 kr for this SIM card (and some store staff will even warn you away for these reasons), however you can purchase it in convenience stores for 49 kr. Activation on-line requires a Norwegian ID, however Telenor stores can do this instantly for free for foreigners on presentation of your passport. 

Telia is the other main provider in Norway selling prepaid SIMs to visitors. They offer starter packs for 99 kr, including nationwide calls and texts as well as 250MB data valid for 14 days. Further reloads are in the form of combo bundles costing 3 GB for 249 kr, 6 GB for 329 kr, 10 GB for 399 kr, 15 GB for 449 kr, and 30 GB for 529 kr with unlimited voice and text. It is also possible to purchase 1 GB for 99 kr, 5 GB for 199 kr, and 10 GB for 299 kr without voice or SMS. All refill packages are valid for 31 days. These allowances are also valid in any EU/EEA country, Switzerland, and the UK, so if you are starting in Norway and your journey includes multiple countries it can be worth it to",False,False,False
Q842,Oman,"The country code for Oman is 968.

Dialling out from Oman you will need to dial 00 + International Code + Number. Dialling into Oman callers use +968 followed by an 8 digit number. These 8-digit numbers generally start with a 9 if it is mobile number, and with 2 for land lines, though other numbers will eventually start to get used.

There are three providers who have their own cellular network: Omantel, Ooredoo and Vodafone. The provider Friendi uses the cellular network of Vodafone. Omantel and Ooredoo have the best coverage throughout the country. If you only need coverage in towns and along main roads, Friendi offers 1 GB for one week for 1 rial (Jan 2026) with the sim card for free.

Pre-paid mobile SIMs are available from several counters at the airport arrivals area. Your passport details are required to register the SIM. Often the staff will be helpful in activating the SIM for use when you buy.

As of 2025, Zoom and Google Meet work fine, as does messaging through What'sApp, but video calling in What'sApp and FaceTime are both blocked. Signal is, however, blocked and requires circumvention tools to access.",False,False,False
Q843,Pakistan,"The country code for Pakistan is +92 if you are calling from outside the country. Phone numbers are seven digits long with a two-digit city code in larger districts, and six digits long with a three-digit city code in smaller districts, for a total of nine digits as a standard nationwide (except for Azad Kashmir). All mobile numbers, however, are seven digits long and begin with a four digit network code ""03XX"", where XX indicates the cellular provider. Thus Pakistani mobile numbers are linked to one particular cellular provider, NOT one particular city as in North America. Therefore the city prefix should not be dialled in addition to the cellular prefix. As in many countries, omit the initial zero when dialling a city or cell code from outside Pakistan and prefix the '92' country code after dialling your country's international access code. Thus Telenor cell number 765 4321 dialled from the USA/Canada would be 011 92 345 765 4321 and Peshawar landline 234-5678 dialled from France or the UK would be 00 92 91 234-5678.

The international access code for outgoing calls from Pakistan is 00.

PTCL offers landline and wireless phone services.

Public Call Offices can be found all over the country. You will find a PCO in nearly 50% of the general stores where there is usually someone who operates the phone and fax. Fees will be charged according to the time spent, and you will pay when you have finished your call.

{| class=""wikitable"" style=""float:right;""
! Calling from !! Price !! Syntax !! Example
|-
| Same city || Local || align=right| number || align=right| 123-4567
|-
| Different city || STD || align=right| 0-area code-number || align=right| 051 123-4567
|-
| Overseas || ISD || align=right| +92-area code-number || align=right| +92 51 123-4567
|}

Major providers of mobile phone service (GSM) are:

* Jazz
* Telenor
* Ufone
* Warid
* Zong - China Mobile
* Onic

One very convenient feature is that all Pakistani cellular operators use the GSM platform, so that cellular handsets nationwide are freely interchangeable between providers.

Cell phones were considered as a status symbol a few years ago but, since 2002, the telecommunications industry has experienced a bit of a boom. These days you can hardly find a single person in the country without a personal cell phone. There are various service providers offering a huge variety of plans. Among them are Jazz, Warid Telecom, Telenor, Ufone, Zong (China Mobile) & Onic. It's not a bad idea to buy a cell phone and use a prepaid plan to get yourself connected while you are in the country. The mobile phones and the prepaid plans are very cheap; you can usually get a new cheap cell phone just for Rs&nbsp;2,000 and a prepaid connection for Rs&nbsp;150-400.

Due to security threats, in order to purchase a SIM card you will need to provide formal identification such as visas, resident permits and residing address in Pakistan along with a written declaration that you will not use the provided phone n",False,False,False
