destination_id,destination_name,stay_safe_text
Q224,Croatia,"No vaccinations are required when going to Croatia.

If you're going camping or hiking in continental Croatia during summer, you should be aware of ticks and tick-carrying diseases such as encephalitis and lyme disease. Approximately 3 ticks in 1000 carry the virus.

In Eastern Slavonia (particularly around the Kopački Rit near Osijek) wear long sleeves and take insect repellent.

Tap water in Croatia is perfectly safe, and in some areas considered the best in the world. However, you can still choose from several brands of excellent bottled water (Jamnica being the most popular, and Jana, several times awarded as the world's best bottled water.)

Though the water may be some of the best in the world, avoid drinking the home-made wine sold in refilled plastic jugs in many local farmer's markets as it may cause intestinal distress."
Q241,Cuba,"thumb|Bar in [[Varadero]]
Cuba is considered very healthy except for the water; even many Cubans boil their water. That said, some travelers drink untreated water without ill effect. The best solution is bottled water and lots of it, especially for visitors who are not used to the temperatures over 30°C/85°F. Bottled water (agua de botella) is easily found and costs between ~US$0.65-2 for a 1.5-L bottle, depending on the shop. The mineral count (total dissolved solids) of bottled water is quite high compared to elsewhere in the world, so if you are planning to visit Cuba for an extended period of time (e.g. as a student or on work permit), it might be a useful idea to bring a small jug/sports bottle water filter with a few cartridges along to further purify the water.

Cuban milk is usually unpasteurized, and can make visitors sick. Additionally, tourists should be wary of vegetables washed in tap water. Meat sold on the streets (esp. ""jamon"") often even looks barely edible, but meat served in the casas is usually OK. Despite the warnings, most Cuban food is safe to eat and you do not need to be paranoid.

The island is tropical and thus host to a number of diseases. Some recommend an aggressive program of inoculations when planning a trip to Cuba, but most travellers come with little or none. Hepatitis B and tetanus shots are recommended by most travel clinics. Hepatitis B is generally spread by direct blood or sexual contact, the inoculation course requires three injections over several weeks, followed by a blood test to determine if it actually worked; shorter courses are available. (Interestingly, the hepatitis B vaccine is produced in Cuba for worldwide use). Generally tetanus immunization is more important, since tetanus is a risk with any wound or cut, especially in a dirty, contaminated wound.

HIV/AIDS infection is less than 0.1%, however, as always, you should exercise care and make sure you or your partner wears a condom should you become sexually active while in Cuba.

Cuba has one of the highest number of doctors available per capita in the world (around one doctor for every 170 people), making doctors readily accessible throughout most of the island. Your hotel reception should be able to point you to the closest doctor. (So plentiful are doctors in Cuba, that it is not uncommon to see doctors selling paintings, books or other artwork to tourists at the flea market to make money to supplement their meager salaries.)

Finding some medications is, however, often difficult. It is highly recommended to stock up on over-the-counter medications before heading to Cuba, as pharmacies lack many medications that westerners might expect to find, such as aspirin, ibuprofen and imodium due to the U.S. embargo. Do not attempt to import psychoactive drugs into Cuba. Havana also features a clinic (and emergency room) for foreigners, which offers extremely prompt service. Similar clinics are available in other large cities, such as"
Q213,Czech Republic,"Grocery stores do not sell over-the-counter drugs, such as aspirin. You will need to go to a pharmacy (lékárna), which is usually open M-F 08:00-19:00. There are 24-hour pharmacies in the bigger cities, and you should find an address for the closest one to you listed in the window of the nearest pharmacy to you. If you are in Prague, the most central 24-hour one is in Prague 2 - on the corner of Belgická and Rumunská streets - they dispense both prescription and non-prescription drugs from a small window on Rumunská out of hours - ring the bell if there is no-one there.

Tap water is safe to drink. It's especially good in Prague although in small towns, the amount of chlorine added can be quite strong. Of course, mineral water from Karlovy Vary tastes great!

A reputable hospital in Prague is Nemocnice na Homolce, Address: Roentgenova 37/2, Prague 5 (tel 257 272 350). There is a foreigners' clinic (Cizinecké oddělení) there with English-speaking receptionists who can make appointments for you. Most doctors speak some English, and the level of care is of a very high standard.

Central Europe and parts of the Czech Republic have ticks (Ixodes ricinus) which can carry Encephalitis or Lyme Borreliosis. Ticks hide in tall grass and bushes, so try to stay on trails and inspect exposed areas of skin after a hike. Vaccination against Encephalitis is available and recommended. If you want to bushwhack, make sure you have the vaccination and wear long trousers. A good insect repellent (which contains DEET), might be helpful, too. thumb|Tick

Ticks like to cling to any soft, warm, well-perfused areas of your body (undersides of knees and elbows, skin around ankles, groins, neck area, behind your ears, etc.) and if not removed, they'll suck your blood until they grow about 1&nbsp;cm big. Never try to scratch a tick off or pull it out, because damaging it can cause you a serious infection. The sooner the tick is removed, the smaller the chance of infection. Either ask a physician to remove a tick for you, or try to remove it by yourself: gently wag a tick from side to side until it wobbles free ideally with tick tweezers from available at a pharmacy. Then flush it down the drain - never crush or burn it to avoid infection. Watch the affected spot: if you see a growing red spot developing there any time during next several months, immediately visit your physician and tell him that - you might have contracted Borreliosis. It is dangerous, but it can be easily treated with antibiotics during early stage. The American vaccination against Borreliosis most probably won't work against European strains (B. afzelii and B. garini). Ticks are sometimes present even in city parks, including Prague, usually in taller grass. Regularly cut low cut grass exposed to sun is not their preferred habitat."
Q16557,Dallas,"Tourists should avoid anywhere south of the Trinity River at night (and maybe even during the daytime), with the exceptions of North Oak Cliff, the Bishop Arts District, and Fair Park. There is little to see outside those areas anyway. South and West Dallas are mostly low-income, high-crime residential and industrial areas: as in any such area, know where you are going, stay there, and don't dawdle or wander, especially at night. Avoid Downtown's Government District at night (the few blocks around City Hall). It's not inherently dangerous, but it has a lot of homeless people running about. Stick to West End and the Arts District. Uptown and North Dallas are generally safe after dark.

Police officers in Texas are kind and helpful for the most part, and they will generally find ways to make you feel safe. Sadly, this does not (always) apply to police officers in Dallas. Texas law can be strict, but the Dallas Police Department is notorious for its ferocious zero-tolerance attitude to even the slightest of misdemeanors. When approached by a local police officer, listen, cooperate, and speak carefully at all times.

Also, avoid driving on the highways after 2AM on weekends, when all the bars have just closed and many tipsy drivers are in a hurry to get home.

In the event that you fall victim to identity theft while visiting Dallas, the Federal Bureau of Investigation (FBI) operates a major field office in Dallas."
Q3766,Damascus,"See the Syria article for information on the security situation. 

In rural and modern areas of Damascus, people have been known to be perfectly healthy, but to imitate beggars in order to get money. Often, they will attempt to con you by giving more money and have many tricks to do so. Exercise caution.

Also, for your safety, do not take advice or recommendations, especially about accommodation, doctors and dentists, from taxi drivers.

Damascus itself has not been an active war zone for several years now. Nonetheless, the political by-products of the war continue to negatively impact travellers. In particular, checkpoints are everywhere in the city and its environs, staffed by underpaid and notoriously corrupt soldiers and policemen. Especially if you are not Arab, Russian, or Iranian, you can expect to be repeatedly shaken down for bribes (ranging from food and cigarettes to cash). Do not get in these people's bad books under any circumstances; Syria is not a country where the rule of law applies. Nonetheless, Damascus is physically safe for tourists who are respectful and willing to ""pay to play"". Travelling with a guide at all times is strongly recommended, if only to make such interactions less stressful."
Q25282,Da Nang,"In general, you'll find that Da Nang is a safer and far more laid back city compared to hectic Hanoi or Ho Chi Minh City. As the number of tourists rises, of course, things begin to change. That doesn't mean you'll have to walk down the street clutching your bag like you would in bigger cities. Still, it pays to observe some rules of thumb to avoid unnecessary hassles:

* Avoid wearing ostentatious jewellery or clothing that flaunts your (comparatively) rich lifestyle.
* Carry cash and copies of important papers in a thin wallet rather than in a large purse.
* It's safe to leave a rented motorbike outside during the day, but be sure to bring it inside during the night.
* While cannabis is fairly common and sold at some bars it's still illegal and possession carries a stiff penalty.

Like other cities in Vietnam, crossing the road can be a challenge, since roads are wide and the traffic never stops. Walk at a predictable pace so motorbikes can swerve around you and try to cross together with locals until you get the hang of it.

One thing to beware of is the standard taxi scam: When going on a long trip to Ba Na Hills, Hue, or elsewhere, an unscrupulous taxi driver may stop and agree to a very low price for a return journey. Once you reach your destination, he triples or quadruples the price, knowing you have no other options. When you do return to your hotel—parking the car slightly away or out of sight of the main entrance—he locks the doors and demands the price first before letting you go. To avoid getting caught in this kind of situation, stick with taxis from reputable companies such as Mai Linh or Vinasun, and agree a price with them. To play it even safer, take your driver to the hotel reception to confirm the price again and leave the taxi details, including the licence plate number, with hotel reception.

Another scam that appears to be reported for transport from Da Nang airport to Hoi An at night, is that even when the driver confirms that he knows where the hostel is located, at some point he says he needs help from a passerby to locate it and, just by chance, this person will speak English fluently. This person then boards the taxi saying he will help the driver giving directions and eventually will start promoting his business to the passenger. To avoid this scenario it is suggested that for late arrivals a private transfer be arranged with a travel agency or with the hostel in advance. The extra cost may well be worth the peace of mind."
Q1960,Dar es Salaam,"Homosexuality is illegal in Tanzania, with a possibility of life imprisonment. Public displays of homosexuality like holding hands or kissing in public places could lead to arrest and imprisonment. 

Tanzania is one of the least policed countries in the world. Rapes and murders often go unreported and little data exist to suggest how common these crimes are. Domestic violence and sexual harassment, which often go well beyond verbal cat-calling, are extremely common. Foreign female students have documented multiple accounts of sexual assault and/or rape. These cases often go unreported/under-reported by universities with study abroad programs in Tanzania, and of course by the Tanzanian authorities themselves. Walking alone at night outside the most exclusive areas (such as Oyster Bay, the Slipway, Sea Cliff) is extremely inadvisable for foreigners. Slipway Road has been the site of muggings in late 2015. Men stand a high chance of being mugged, and women of being mugged and/or sexually assaulted. Dar is often very poorly lit. The city experiences a great many power outages. This makes lone women particularly vulnerable.

Most travellers who are in Dar on a short stay will, fortunately, not face these challenges. Similarly, most expatriates who live in Dar are sequestered well enough (with cars, security guards, in upscale neighbourhoods) not to have to worry about this sort of thing.

By far the most common crimes, and the biggest risk for most travelers, will be muggings and petty thefts. Muggings occur very frequently, including sometimes on the street in broad daylight. Sometimes, but not always, the victim gets roughed up. Foreign students at the University of Dar es Salaam have been mugged at machete point. Never carry your wallet anywhere easily accessible (a back pocket, an outside flap of a backpack or purse).

Avoid:
* walking on the beach (like Cocoa Beach) while carrying valuables, as many of these places are invisible from the road. Dar can be a friendly place, and you can certainly have a comfortable time there, but avoid carrying valuables as you may be unlucky. You can walk in the city in the evening but as it gets darker and you see fewer people on the street, exercise real caution. It might be better to take a taxi. If you are noticeably foreign, remember that many people will assume you are rich carrying large amounts of cash, and an easy target.
* Parking on dark sectors in the beach (coco beach) as thieves and junkies crouch in the dark waiting for the unaware foreigner to park, turn-off the engine and leave the car (to have a nice view of the Dar night from the beach) only to come in groups of 4-5 to steal as much as they can (in the case of a male foreigner). In the case of a female foreigner this is an absolute ""not to do"".
*Parking in a place without a guard runs you the serious risk of having lights or other car parts extracted. It is not uncommon for people to try to steal things through open windows, while"
Q11568,Darwin,"In an emergency dial 000 for ambulance, fire or police.
#Dial 000 and request the service that you need
#Remember to remain as calm as you can and give a clear description of your location
#Speak clearly and give the details as requested

Take care at night. While the tourist areas around the waterfront are pretty friendly, there are some rough areas in the city proper. Darwin has consistently been ranked as Australia's most dangerous city, with a crime rate similar to Tripoli (according to Numbeo). Avoid walking alone at night; the most common types of crime are break-ins, car vandalism, theft, knife crime, and pickpocketing, much of which is alcohol-fueled. Take extra care of your belongings and around bottle shops – don't leave any valuables unattended.

Royal Darwin Hospital is one of five public hospitals located within the Northern Territory. The hospital is on Rocklands Drive, Tiwi, on the northern side of Darwin. As you approach Casuarina, blue signs give directions to the hospital, but it is better to familiarise yourself with the Hospital's location before you may need to find it. Darwin Private hospital is situated across the road. Extensive delays may occur for treatment of anything other than very serious illness or trauma injuries at the Accident and emergency section of Royal Darwin Hospital. Be prepared for a long wait, especially on weekends.

Drink plenty of water; at least 1 litre of water for every hour of walking in very warm weather. Ensure you have an adequate fitness level for the bushwalk you plan to undertake.

Avoid walking in the hottest part of the day or walking alone, register with the overnight bushwalking register if you plan an extended walk. Carry a map of the area you're walking/camping in and know how to read it, tell someone your plan and when you expect to return. Carry a mobile telephone if in a potential coverage area but do not expect coverage anywhere other than very built up areas with good line of sight to a transponder tower. Under no circumstances should you rely on mobile telephony for essential communications unless within the city area. Ensure you are using a mobile telephone service that provides usable coverage in the Northern Territory. Not all of the service providers give even faintly adequate coverage throughout the Darwin area and much less so outside the immediate city and suburban area. Please see the Driving in Australia article for some useful tips that apply to travelling by road in the Northern Territory. Even locations very nearby to the city can present serious challenges and concerns unless properly skilled and prepared for the conditions. The effects of hot weather and exhaustion can set in quickly if you encounter difficulties. Even if you are successful in raising an alarm for assistance it may still be a long wait before it can arrive.

Malaria is not endemic in Australia. During the peak of the dry season (which is the preferred traveling season), mosquitoes are"
Q974,Democratic Republic of the Congo,"Excellent medical care is almost entirely non-existent in DRC, especially for non-citizens.

Ebola Virus – a virus which killed 49 people in DRC during a three-month outbreak in 2014 – remains present in the equatorial forest region of Bas-Uele province (bordering Central African Republic/CAR). On 1 August 2018, the Ministry of Health of the Democratic Republic of the Congo declared a new outbreak of Ebola virus disease in North Kivu and Ituri Provinces. Travellers should avoid eating bushmeat, avoid contact with persons that appear ill, practice good personal hygiene and seek medical advice before travel. As of September 2019, this outbreak is still ongoing with more than 3,000 cases and 2,000 deaths.

You will need a yellow fever vaccination in order to enter the country by air (this requirement is often ignored at land entry points, particularly the smaller ones). There are health officials at some major entry points, such as the airport in Kinshasa, who check this before you are allowed to enter.

Congo is malarial, although slightly less in the Kivu region due to the altitude, so use insect repellent and take the necessary precautions such as sleeping under mosquito nets. The riverside areas (such as Kinshasa) are quite prone to malaria.

If you need emergency medical assistance, it is advised that you go to your nation's embassy. The embassy doctors are normally willing and skilled enough to help. There are safe hospitals in Kinshasa, like ""CMK"" (Centre Medical de Kinshasa), which is private and was established by European doctors (a visit costs around US$20). Another private and non-profit hospital is Centre Hospitalier MONKOLE, in Mont-Ngafula district, with European and Congolese doctors. Dr Léon Tshilolo, a paediatrician trained in Europe and one of the African experts in sickle-cell anaemia, is the Monkole Medical Director.

Drink lots of water when outside. The heat and close proximity to the equator can easily give those not acclimated heatstroke after just a few hours outside without water. There are many pharmacies that are very well supplied but prices are a few times higher than in Europe.

Do not drink tap water. Bottled water seems to be cheap enough, but sometimes hard to find for a good price."
Q35,Denmark,"Health services in Denmark are of a high standard, although waiting times at emergency rooms can be quite long for non-emergencies. Except for surgical procedures there is no private healthcare system to speak of, all is taken care of by the public healthcare system and general practitioners. All visitors are provided with free emergency care, until you are deemed healthy enough to be transported back to your home country. Citizens of EU countries, Norway, Iceland, Switzerland and certain British dependencies are all entitled to additional basic medical services during their stay, but other nationalities should have a valid travel insurance for any additional medical care needed after any emergency is dealt with. Transportation home is also not covered by the system. English speakers should not have any trouble communicating with staff in English.

Danish doctors do not hand out prescriptions or pills at the rate common in North America, Japan and Southern Europe. There is a general trend of letting the body's own immune system take care of diseases, rather than using medicines. So if you show up at the local GP with minor illnesses like the common flu, expect to be sent back to your bed to rest, rather than receiving any treatment, if you are otherwise of good health. Pharmacies (Danish: Apotek) are usually well stocked, but brand names may differ from those in your own country – check the generic name (""INN""). Staff is highly trained, and major cities usually have one 24 hour pharmacy. Many drugs that are prescription-free in other countries, require prescription in Denmark, which is not trivial to get (see above). Medicines available in supermarkets and drug stores are very limited; i.e., allergy drugs and light painkillers (based on paracetamol/acetaminophen, acetylsalicylic acid or ibuprofen).

Dentists are only partly covered by the public healthcare system, and everyone, including Danes, pay to visit their dentist. Danes and other Nordic citizens have some of the expenses covered by the public healthcare system, while non-Scandinavians should generally be prepared to foot the entire bill themselves, or forward the expenses to their insurance company. Prices are notoriously high compared to the neighbouring countries, so unless it is urgent to see a dentist, it will probably be more economical to wait until you return home, or pass into Germany or Sweden.

Tap water is potable unless indicated, which is very rare indeed. The regulations for tap water in Denmark even exceeds that of bottled water in general, so do not be offended if you notice a waiter filling a pitcher of water at the sink, it's perfect for drinking. However, most places charges a fee for the service.

Restaurants and other places selling food are checked regularly by health inspectors. The ratings must be prominently displayed, so look out for the happy face when in doubt. 

Nearly all beaches are fine for bathing on sunny days – even parts of the Copenhag"
Q16554,Denver,"Denver is quite safe for a city its size. Use common sense when traveling, particularly in downtown and some of the other inner-city neighborhoods. Denver does have a visible population of people experiencing homelessness, but the city has strict laws about accosting for money. In general, panhandlers don't harm anyone. Downtown has a fairly active 24/7 population, especially in LoDo, so it's generally safe.

Still, it may be a good idea not to travel alone at night in some of the neighborhoods surrounding downtown. Although the inner-city neighborhoods are not as bad as those in some other cities, they have higher rates of crime than the rest of the city. The rest of Denver is safe, though.

Like the rest of the United States, the emergency number in Denver is 911. This will connect you to the local emergency services (police, medical, and fire). If you need to report a crime to the police, such as a burglary (not in progress), minor assault (no injuries and not in progress), car theft, etc. Dial and request for police assistance.

The Denver Police is the main police force for the Denver Metro area. Most police officers are polite and trustworthy individuals, so if you need assistance, approaching a police officer is a good idea.

thumb|350px|Mile High Marker on the State Capitol building

Altitude sickness or Acute Mountain Sickness is an ailment that potentially anyone can have when they visit areas with higher altitudes than they are used to, due to decreases in barometric pressure (though not oxygen content). Denver is called the Mile High City for a reason—at an altitude of a mile (1600 m) above sea level, one can start to experience some of the effects of altitude sickness, though this condition generally becomes more pronounced at elevations around 8000&nbsp;ft (2500 m) and above. Some normal changes may occur when people travel to higher altitudes that are not altitude sickness. These include the following:
* Hyperventilation (breathing faster and/or deeper than normal)
* Shortness of breath after exertion
* Changes in nightly breathing
* Awaking at night
* Increased urination

The above are generally nothing to worry about, though problems with breathing may be helped by a drug called acetazolamide. If you think you may have problems, get advice from your doctor before traveling to Denver.

Some people get Acute Mountain Sickness (AMS), which can be serious, at the higher elevations you will experience if you are touring through the Rocky Mountains. A diagnosis of AMS is usually given if a person has a headache accompanied by one or more of the following symptoms:
* Loss of appetite, vomiting and/or nausea
* Fatigue or weakness
* Dizziness or light-headedness
* Insomnia, difficulty sleeping

Some people liken AMS to a bad hangover or worse. It occurs because your brain tissue swells at higher elevations than it is used to. If you are feeling unwell at high altitudes, assume that you are suffering from AMS unless there is"
Q39709,Des Moines,"In any emergency which requires medical assistance, call 911.

All hospitals—not clinics—have 24-hour emergency services available."
Q12439,Detroit,"thumb|A 2025 Ford Police Interceptor
thumb|Detroit Police Underwater Recovery Team boat

Detroit has gained notoriety for its high amount of crime, having struggled with it for decades. The number of homicides in 1974 was 714. The homicide rate in 2022 was the third highest in the nation at 50.0 per 100,000. Downtown typically has lower crime than national and state averages.Booza, Jason C. (July 23, 2008).Reality v. Perceptions: An Analysis of Crime and Safety in Downtown Detroit. (Archive) Michigan Metropolitan Information Center, Wayne State University Center for Urban Studies. Retrieved August 14, 2011. According to a 2007 analysis, Detroit officials note about 65 to 70 percent of homicides in the city were drug related, with the rate of unsolved murders roughly 70%.

Although the rate of violent crime dropped 11% in 2008, violent crime in Detroit has not declined as much as the national average from 2007 to 2011. The violent crime rate is one of the highest in the United States. ""Neighborhoodscout.com"" reported a crime rate of 62.18 per 1,000 residents for property crimes, and 16.73 per 1,000 for violent crimes (compared to national figures of 32 per 1,000 for property crimes and 5 per 1,000 for violent crime in 2008). In 2012, crime in the city was among the reasons for more expensive car insurance.

Areas of the city adjacent to the Detroit River are also patrolled by the United States Border Patrol."
Q9310,Dili,"thumbnail|Crocodile warning in Dili city
The biggest risk in Dili is probably that of being involved in a traffic accident, It's a good idea to bring a quality good helmet in case you get a bike, or to use when riding on the back of other peoples’ bikes.

Basic precautions will ensure personal safety in Timor-Leste. As with many cities, it's generally considered unsafe for a ‘malae’ (foreigner) woman (and probably a malae man, too) to walk around alone after dark. There have been a few reported incidents of people riding in taxis after dark being robbed. There have been a few malae houses broken into overnight. Generally, though, it feels very safe to walk around Dili during the day – there are always lots of people around.

The only other security precaution in Dili is to avoid gang activity, which normally occurs at night, particularly in the Bairo Pite district of Dili. These gangs are based on martial arts groups within Dili which, after Timor Leste's history of violence and upheaval, is a social network for many unemployed males. Setesete, PSHT and Korak are the main gangs and their graffiti can be seen throughout Dili. Travellers should keep their distance from these martial arts venues and leave an area immediately if gang-related violence seems to be a possibility."
Q977,Djibouti,"thumb|upright|Entrance to the ISSS Faculty of Medicine in Djibouti City

The life expectancy at birth is around 64.7 for both males and females. Fertility is at 2.35 children per woman. In Djibouti there are about 18 doctors per 100,000 persons.

The 2010 maternal mortality rate per 100,000 births for Djibouti is 300. This is compared with 461.6 in 2008 and 606.5 in 1990. The under 5 mortality rate per 1,000 births is 95 and the neonatal mortality as a percentage of under 5's mortality are 37. In Djibouti the number of midwives per 1,000 live births is 6 and the lifetime risk of death for pregnant women 1 in 93.

About 93.1% of Djibouti's women and girls have undergone female genital mutilation (FGM, sometimes referred to as 'female circumcision'), a pre-marital custom mainly endemic to Northeast Africa and parts of the Near East.Bodman, Herbert L. and Tohidi, Nayereh Esfahlani (1998) Women in Muslim societies: diversity within unity . Lynne Rienner Publishers. p. 41. . Although legally proscribed in 1994, the procedure is still widely practiced, as it is deeply ingrained in the local culture. Encouraged and performed by women in the community, FGM is primarily intended to deter promiscuity and to offer protection from assault.Suzanne G. Frayser, Thomas J. Whitby, Studies in human sexuality: a selected guide , (Libraries Unlimited: 1995), p. 257 . About 94% of Djibouti's male population have also reportedly undergone male circumcision, a figure in line with adherence to Islam; the Shafi'i school of Islam, the predominant madhhab in the Horn of Africa, requires circumcision of males and females."
Q3604,Djibouti,"Health insurance is advisable. Doctors and hospitals may expect immediate cash payment for any medical treatment. A yellow fever vaccination certificate is required for visitors over one year of age coming from infected areas. Cholera is also a serious risk and precautions are essential. Up-to-date advice should be sought before deciding if these precautions should include vaccination as medical opinion is divided over its effectiveness. Typhoid immunization is usually advised.

Malaria risk, predominantly in the malignant falciparum form, exists year-round. Resistance to chloroquine has been reported. Mefloquine, doxycycline or atovaquone/proguanil are recommended.

The adult HIV/AIDS prevalence rate is over 3% or 1 in 33 adults. Protect yourself.

Tap water is not safe to drink unless it has been boiled or otherwise sterilized."
Q48256,Dnipro,"Be wary of groups of drunken people roaming around. Be careful drinking on the street at night because although the number has decreased since the 1990s, Gopniks still exist in Dnipro. They are people that enjoy drinking and fighting and little else and will not hesitate to fight you."
Q786,Dominican Republic,"thumb|[[Hospital Metropolitano de Santiago is the largest hospital in the Dominican Republic]]
In 2020, the Dominican Republic had an estimated birth rate of 18.5 per 1000 and a death rate of 6.3 per 1000.

In the 2024 Global Hunger Index (GHI), the Dominican Republic ranks 41st out of 127 countries with sufficient data. The Dominican Republic's GHI score is 7.8, which indicates a low level of hunger.

According to the WHO, the estimated incidence rate of tuberculosis (TB) in the Dominican Republic (42 cases per 100,000 people in 2023) is one of the highest in the Caribbean (after Haiti).

The Dominican Republic has a 0.9% prevalence rate of HIV/AIDS. Some urban areas of the Dominican Republic experience HIV/AIDS infection rates well in excess of 10%. In some parts of the Dominican Republic, HIV/AIDS has become one of the leading cause of death among teenagers and adults between 15–49 years old."
Q1295,Dortmund,"Dortmund is a relatively safe and welcoming city on the whole. As it is not a big tourist destination, it does not suffer from rampant pickpocket issues. Due to the decline of its prominent heavy industries, Dortmund and most of its neighboring suburbs (Castrop-Rauxel, Waltrop, Witten) are less well-off than other major cities in Germany, and socioeconomic disparities are some of the most glaring in the country. But this has surprisingly not translated to widespread crime. Some poorer neighborhoods in the northern quarters of the city may not look appealing, but being wary of your surroundings will suffice during the day. 

However, Dortmund Hauptbahnhof/Central station and its surrounding areas do suffer from lingering gang and drug-related activities. Be careful when in the vicinity of the station.

Football games in Dortmund are known to be some of the friendliest and safest in Europe. Some drunkards might show up but they will not harm you."
Q5468,Durban,"* Travel vaccines and general practitioner services available at Umhlanga Sports and Travel Clinic Umhlanga Hospital Helipad, 323 Umhlanga Rocks Drive, Umhlanga Rocks. +27 31 560-5569"
Q9365,Dushanbe,"Don't drink the water from the tap, nor use the water to brush your teeth, unless you're used to the tap water of the region. Always wash fresh produce with bottled water, especially when bought from the local bazaar. Some melons, although they are incredibly fresh and sweet, can be irrigated and fertilized with manure, so sometimes washing them will not help. Commonly foreigners from developed countries will get sick at least once while in Tajikistan, but this can be delayed by avoiding unwashed/unpeeled fruits and vegetables (be especially wary of this in restaurants).

Power and water cuts can happen at random, although not as frequently as in the past. This is more of an annoyance to the traveler, but you should still be prepared."
Q736,Ecuador,"thumb|Hospital Docente de Calderón, in Quito
The current structure of the Ecuadorian public health care system dates back to 1967.Larrea, Julio. ""25 Años de Vida Institucional"", Imprenta del Ministerio de Salud Publica, Quito 2008. The Ministry of the Public Health (Ministerio de Salud Pública del Ecuador) is the responsible entity of the regulation and creation of the public health policies and health care plans. The Minister of Public Health is appointed directly by the President of the Republic.

The philosophy of the Ministry of Public Health is the social support and service to the most vulnerable population, and its main plan of action lies around communitarian health and preventive medicine. Many American medical groups often conduct medical missions away from the big cities to provide medical health to poor communities.

The public healthcare system allows patients to be treated without an appointment in public general hospitals by general practitioners and specialists in the outpatient clinic (Consulta Externa) at no cost. This is done in the four basic specialties of pediatric, gynecology, clinic medicine, and surgery. There are also public hospitals specialized to treat chronic diseases, target a particular group of the population, or provide better treatment in some medical specialties.

Although well-equipped general hospitals are found in the major cities or capitals of provinces, there are basic hospitals in the smaller towns and canton cities for family care consultation and treatments in pediatrics, gynecology, clinical medicine, and surgery.

Community health care centers (Centros de Salud) are found inside metropolitan areas of cities and in rural areas. These are day hospitals that provide treatment to patients whose hospitalization is under 24 hours.
The doctors assigned to rural communities, where the Amerindian population can be substantial, have small clinics under their responsibility for the treatment of patients in the same fashion as the day hospitals in the major cities. The treatment in this case respects the culture of the community.

The public healthcare system should not be confused with the Ecuadorian Social Security healthcare service, which is dedicated to individuals with formal employment and who are affiliated obligatorily through their employers. Citizens with no formal employment may still contribute to the social security system voluntarily and have access to the medical services rendered by the social security system. The Ecuadorian Institute of Social Security (IESS) has several major hospitals and medical sub-centers under its administration across the nation.

Ecuador currently ranks 20, in most efficient health care countries, compared to 111 back in the year 2000. Ecuadorians have a life expectancy of 77.1 years. The infant mortality rate is 13 per 1,000 live births, a major improvement from approximately 76 in the early 1980s and 140 in 1950. Almost a quarter, or 23%, of children under five are ch"
Q23436,Edinburgh,"In emergency, dial 999 (preferably from a landline, a free call from any phone including payphones), 112 also works.

For advice on non-emergency medical problems, you can ring the free 24-hour NHS 24 service on 111 or for textphone users 18001 111.

 thumb | 300px | Burk & Hare supplied the medical students 
* 
* 

During normal shopping hours (M-F 9AM-5:30PM, Sa 9AM-12:30PM), you won't have any problem locating a pharmacy as they are dotted all around the city. Any row of local shops will usually include one. Common brands include Boots (city centre branches in the New Town at 101-103 Princes St and 48 Shandwick Pl; in the Old Town at 40-44 North Bridge), Alliance and Numark.

Outside of these hours you will face more of a challenge. There are no 24 h pharmacies in the city.

Some of the major supermarkets include a pharmacy counter, but the pharmacy does not necessarily follow the same opening hours as the supermarket. The pharmacy counter within the Tesco supermarket at 7 Broughton Road in Canonmills is quite close to the city centre and opens M-Sa 8AM-8PM and Su 10AM-4PM.

To find a pharmacy that is open on a Sunday or has late opening times call NHS inform on 0800 22 44 88 (between 8AM-10PM daily) or check online with NHS Inform."
Q43387,Edirne,"Floods are a hazard after heavy rain especially in winter. Districts such as Karaağaç may be cut off as the medieval bridges become inundated. Never try to cross a flooded bridge, see local advice on work-around safe routes."
