wikidata_id,destination_name,respect_text,local_laws_text
Q3859,Kigali,"==Culture==
thumb|Traditional dancers at Gasogi village in the east of Kigali|alt=Photograph depicting two male dancers with straw wigs, neck garments, spears, and sticks

Kigali was not historically the hub of Rwanda's cultural heritage. For example, the country's traditional dance, a choreographed routine consisting of three components, originated in the royal court at Nyanza. However, the capital is now home to many groups which perform the dance including the LEAF community arts troupe, whose founding members were eighteen homeless orphaned children, and Indatirwabahizi, a cultural troupe affiliated with the city government. Drums are of great importance in traditional Rwandan music; the royal drummers enjoyed high status within the court of the mwami. Drummers play together in groups of varying sizes, usually between seven and nine in number. Traditional music and songs are performed in venues across the city by acts such as the Gakondo Group led by Massamba Intore.

Rwanda and Kigali have a growing popular music industry, influenced by African Great Lakes, Congolese, and American music. The most popular genre is hip hop, with a blend of dancehall, rap, ragga, R&B and dance-pop. Since 2011, the Kigali Up music festival has been held annually in July or August. Artists from Rwanda and other countries perform music in a variety of styles including reggae and blues, with audiences of several thousands. Some of the musicians also give lessons to attendees during the festival. The Hobe Rwanda Festival, held in September, features music as well as dance and local art.

A number of films about the Rwandan genocide have been filmed in Kigali, including 100 Days, Sometimes in April, Shooting Dogs and Shake Hands with the Devil. Others, such as Hotel Rwanda, were set in the city but filmed in other countries. Several of the films featured survivors as cast members. Kigali also has a growing domestic film industry which began in the early 2000s with the Rwanda Film Centre, founded by journalist Eric Kabera. One of the centre's goals was to diversify the subjects covered by Rwandan films beyond the genocide theme, presenting other aspects of the country. ""Hillywood"", a portmanteau word combining Rwanda's nickname ""land of a thousand hills"" with Hollywood, was adopted to refer to the Rwanda Film Festival as well as the Rwandan film industry. 

In 2005, Kabera inaugurated the Rwanda Film Festival, which took place annually at venues in the capital and elsewhere. The 15th edition was the last, taking place in October 2019. The festival was a competitive one, with 10 awards offered in 2012, known as the Silverback Awards.

The inaugural Kigali Cine Junction (also spelt Kigali CineJunction; abbreviated KCJ) film festival was held over four days in July 2023, in public places around the neighbourhoods of Nyamirambo and Biryogo. The festival was organised by Imitana Productions, a Kigali-based film production company founded by filmmakers Philbert Aimé Mbabazi",
Q710,Kiribati,"thumb|Catholic Church in Betio

Christianity is the major religion in Kiribati, having been lately introduced by missionaries, because of its remoteness and the absence of any significant European presence until the latter half of the 19th century. The population is predominantly Roman Catholic (58.9%), with two main Protestant denominations (Kiribati Protestant Church 8.4% and Kiribati Uniting Church 21.2%) accounting for 29.6%. The Church of Jesus Christ of Latter-day Saints (5.6%), Baháʼí Faith (2.1%), Seventh-day Adventist Church (2.1%), Pentecostals, Jehovah's Witnesses, and other small faiths together account for less than 2% (2020 census).",
Q31487,Kraków,"The metropolitan city of Kraków has more than 300 churches and is known as the city of churches. The abundance of historic landmark temples along with the plenitude of monasteries and convents earned the city a countrywide reputation as the ""Northern Rome"" in the past. The churches of Kraków comprise over 120 places of worship (2007) of which over 65 were built in the 20th century. More are still being added. In addition to Roman Catholicism, other denominations present include Jehovah's Witnesses, Mariavite Church, Polish Catholic Church, Polish Orthodox Church, Protestantism and Latter-Day Saints. As of 2017, weekly Mass attendance in the Archdiocese of Kraków was 49.9 percent, above the national Polish average of 38.3 percent.

Kraków contains also an outstanding collection of monuments of Jewish sacred architecture unmatched anywhere in Poland. Kraków was an influential centre of Jewish spiritual life before the outbreak of World War II, with all its manifestations of religious observance from Orthodox to Hasidic and Reform flourishing side by side. There were at least 90 synagogues in Kraków active before the Nazi German invasion of Poland, serving its burgeoning Jewish community of 60,000–80,000 (out of the city's total population of 237,000), established since the early 12th century.

Most synagogues of Kraków were ruined during World War II by the Nazis who despoiled them of all ceremonial objects, and used them as storehouses for ammunition, firefighting equipment, as general storage facilities and stables. The post-Holocaust Jewish population of the city had dwindled to about 5,900 before the end of the 1940s. Poland was the only Eastern Bloc country to allow free Jewish aliyah (emigration to Israel) without visas or exit permits upon the conclusion of World War II.Devorah Hakohen, Immigrants in Turmoil: Mass Immigration to Israel and Its Repercussions... Syracuse University Press, 2003 – 325 pages. Page 70. In recent time, thanks to efforts of the local Jewish and Polish organisations including foreign financial aid from the American Jewish Joint Distribution Committee, many synagogues underwent major restorations and serve religious and tourist purposes.",
Q3646,Krasnodar,"==Culture==
thumb|Pushkin Library

The oldest part of the city is Krasnodar Historic Center, which consists of many historic buildings, several from the 19th century. Buildings have been preserved, restored or reconstructed, and the district is now a substantial tourist attraction.

There are several major theater venues in Krasnodar:
*The Gorky Krasnodar State Academic Drama Theater
*The Krasnodar Ballet Theater
*The Krasnodar State Academic Drama Theater
*The Krasnodar Regional Puppet Theater
*The Krasnodar Musical Theater
*The Children's Ballet Theater ""Fugitives""
*The Krasnodar State Circus
*The Krasnodar Youth Theater
*The Ponomarenko Krasnodar Philharmonic
*The Kuban Cossack Choir
*The Creative Association ""Premiere""
*The New Puppet Theater

Krasnodar has several major museums. The Kovalenko Krasnodar Regional Art Museum, the oldest public art museum in the North Caucasus, is one of the finest.

The largest public library of the city is the Pushkin Krasnodar Regional Universal Scientific Library, founded in 1900.",
Q919,Krasnoyarsk,"==Culture==

There are a number of local holidays celebrated annually in Krasnoyarsk. The most significant holiday is the Day of the City celebrated in June, usually with a carnival. Other holidays and cultural events are the Mana Festival (. The celebrations take place on the outside of town, on the bank of river Mana) usually held on the last weekend in June with the traditional bard contest, the International Museum Biennale traditionally held in the Krasnoyarsk Cultural/Historical Center, the avant-garde Museum Night festival dedicated to the International Museum Day (May 18), the Jazz on Yenisey festival, the Stolbist Day held many times a year celebrating the traditions of mountain climbing in the Stolby national reserve, and the Bikers' Rally.

Krasnoyarsk has a number of local television companies and the highly developed telecommunications, many districts of the city have LAN-based broadband Internet access.

The city is also home to the Krasnoyarsk Children's Choir, a world-renowned choir that tours in many countries as The Little Eagles of Siberia.",
Q1865,Kuala Lumpur,"==Culture==

right|thumb|Frieze depicting Malaysian history at the [[National Museum (Malaysia)|National Museum.]]
Kuala Lumpur is a hub for cultural activities and events in Malaysia. Among the centres is the National Museum, which is situated along the Mahameru Highway. Its collection comprises artefacts and paintings collected throughout the country. The Islamic Arts Museum, which houses more than seven thousand Islamic artefacts including rare exhibits and a library of Islamic art books, is the largest Islamic art collection in Southeast Asia. The museum's collection not only concentrates on works from the Middle East but also includes works from elsewhere in Asia, such as China and Southeast Asia. Kuala Lumpur has a craft complex coupled with a museum that displays a variety of textiles, ceramics, metal craft, and woven products. Information on the production process is portrayed in diorama format, complete with historical facts, techniques, and traditionally engineered equipment. Among the processes shown are pottery making, intricate wood carving, silver-smithing, weaving songket cloth, stamping batik patterns on cloth, and boat-making.

thumb|The [[Saloma Link seen at dusk, with the Petronas Tower behind it.|left]]
The premier performing arts venue is the Petronas Philharmonic Hall located underneath the Petronas Towers. The resident orchestra is the Malaysian Philharmonic Orchestra (MPO), consisting of musicians from all over the world, and features regular concerts, chamber concerts, and traditional cultural performances. The Kuala Lumpur Performing Arts Centre (KLPac) in Sentul West and Damansara Performing Arts Centre (DPac) in Damansara Perdana are two of the most established centres in the country for the performing arts, notably theatre, plays, music, and film screening. It has housed many local productions and has been a supporter of local and regional independent performance artists. The Future Music Festival Asia has been held in the city since 2012, featuring local and international artists.

The National Art Gallery of Malaysia is located on Jalan Temerloh, off Jalan Tun Razak on a site neighbouring the National Theatre (Istana Budaya) and National Library. The architecture of the gallery incorporates elements of traditional Malay architecture, as well as contemporary modern architecture. The National Art Gallery serves as a centre of excellence and is a trustee of the national art heritage. The Ilham Tower Gallery near Ampang Park houses exhibitions of works by local and foreign artists.

Kuala Lumpur holds the Malaysia International Gourmet Festival annually. Another event hosted annually by the city is the Kuala Lumpur Fashion Week, which includes international brands and local designers. Also, Kuala Lumpur was designated as the World Book Capital for 2020 by UNESCO.

thumb|[[Bukit Jalil National Stadium is an all-seater multi-purpose stadium that was built in January 1995.]]Kuala Lumpur has numerous parks, gardens and open",
Q817,Kuwait,"thumb|[[Siddiqa Fatima Zahra Mosque in Kuwait]]
thumb|[[Holy Family Cathedral, Kuwait|Holy Family Co-Cathedral]]
Kuwait's official state religion is Maliki Sunni Islam. The Al Sabah ruling family adhere to the Maliki school of Sunni Islam. Most Kuwaiti citizens are Muslim; there is no official national census but it is estimated that 60%–70% are Sunni and 30%–40% are Shia. Kuwait also has a large community of expatriate Christians, Hindus, Buddhists, and Sikhs. As of 2020, there are an estimated 837,585 Christians, comprising 17.93% of the population — the second largest religious group. Most Christians in Kuwait are from Kerala in India, namely Malankara Orthodox, Mar Thoma, and Roman Catholic. The first Malankara Orthodox parish was St. Thomas Indian Orthodox Pazhayapally Ahmadi, established in 1934. Kuwait includes a native Christian community, estimated to be composed of between 259 and 400 Kuwaiti citizens. Kuwait is the only GCC country besides Bahrain to have a local Christian population who hold citizenship. A small number of Kuwaiti citizens follow the Baháʼí Faith.",
Q35178,Kuwait City,"== Culture ==
thumb|Plaza Sief

thumb|Grand Mosque of Kuwait

thumb|Sheikh Abdullah Al-Salem Cultural Centre
Kuwait National Museum, Museum of Modern Art, Maritime Museum, Al Shaheed Park Museums, the Al Sabah Collection, Sadu House, Al Salam Palace, and the Sheikh Jaber Al-Ahmad Cultural Centre are considered the most famous museums and cultural centres in Kuwait City.

Kuwait is known for its home-grown tradition of theatre. Kuwait is the only Arab country in the Gulf region with a theatrical tradition. The Arabic theatrical movement in Kuwait constitutes a major part of the country's Arabic cultural life. Theatrical activities in Kuwait began in the 1920s when the first spoken dramas were released. Theatre activities are still popular today.

Kuwaiti soap operas (المسلسلات الكويتية) are among the most-watched soap operas in the Arab world. Most Gulf soap operas are based in Kuwait. Although usually performed in the Kuwaiti dialect, they are aired in the majority of Arabic-speaking countries and are highly popular.

thumb|Jaber Al-Ahmad International Stadium
The city is home to the Al Kuwait SC, which has traditionally provided Kuwait's national basketball team with key players.tab=roster 2015 FIBA Asia Championship – Kuwait Roster, FIBA.com, accessed 16 February 2016.

From 13 to 15 February 2020 it held the first Aquabike World Championship Grand Prix of Kuwait.",
Q1899,Kyiv,"==Culture==

thumb|180x180px|The [[Kyiv Opera House|Kyiv National Opera House]]
thumb|180px|The [[Kyiv Academic Puppet Theatre]]
thumb|180px|A public concert held on [[Maidan Nezalezhnosti during Kyiv's 2005 Eurovision Song Contest ]]

Kyiv was the historic cultural centre of the East Slavic civilization and a major cradle for the Christianization of Kievan Rus. Kyiv retained through centuries its cultural importance and even at times of relative decay, it remained the centre of primary importance of Eastern Orthodox Christianity. Its sacred sites of Kyiv Pechersk Lavra (the Monastery of the Caves) and the Saint Sophia Cathedral are attracting pilgrims for centuries and recognized as a UNESCO World Heritage Site, remaining the primary religious centres as well as major tourist attractions. The above-mentioned sites are also part of the Seven Wonders of Ukraine collection.

In September 2023, the UNESCO World Heritage Committee placed the Saint Sophia Cathedral and Kyiv Pechersk Lavra on the List of World Heritage in Danger. According to the committee, although the Ukrainian government has taken action to protect the sites, ""optimal conditions are no longer met to fully guarantee the protection of the Outstanding Universal Value of the property and that it is threatened by potential danger due to the war"". The list is protected by the 1972 UNESCO Convention, ratified by both Russia and Ukraine. Inclusion on the list is intended to mobilize urgent international support.

Kyiv's theatres include the Kyiv Opera House, Ivan Franko National Academic Drama Theater, Lesya Ukrainka National Academic Theater, the Kyiv Puppet Theater, October Palace, National Philharmonic of Ukraine and others. In 1946 Kyiv had four theatres, one opera house and one concert hall,The Ukraine , Life, 28 October 1946 but most tickets then were allocated to ""privileged groups"".

Other significant cultural centres include the Dovzhenko Film Studios, and the Kyiv Circus. The most important of the city's many museums are the National Museum of the History of Ukraine, the National Museum of the History of Ukraine in the Second World War, the National Art Museum, the Museum of Western and Oriental Art, the Pinchuk Art Centre, the Kyiv Picture Gallery National Museum, and the Ivan Honchar Museum.

In 2005, Kyiv hosted the 50th annual Eurovision Song Contest and in 2017 the 62nd annual Eurovision Song Contest.

Numerous songs and paintings were dedicated to the city. Some songs became part of Russian, Ukrainian and Jewish folklore. The most popular songs are ""How not to love you, Kyiv of mine?"" and ""Kyiv Waltz"". Renowned Ukrainian composer Oleksandr Bilash wrote an operetta called ""Legend of Kyiv"".

It is said that one can walk from one end of Kyiv to the other in the summertime without leaving the shade of its many trees. Most characteristic are the horse-chestnuts (, ).

Kyiv is known as a green city with two botanical gardens and numerous large and small parks. The National Museum",
Q34600,Kyoto,"==Culture==
thumb|200px|upright=1|A [[tsukemono shop on Nishiki Street]]
Although ravaged by wars, fires, and earthquakes during its eleven centuries as the imperial capital, Kyoto suffered only minor damage in World War II. Kyoto remains Japan's cultural center. About 20% of Japan's National Treasures and 14% of Important Cultural Properties exist in the city proper. The government of Japan relocated the Agency for Cultural Affairs to Kyoto in 2023.

thumb|200px|upright=1|[[Maiko|Apprentice geisha in Kyoto]]
With its 2,000 religious places – 1,600 Buddhist temples and 400 Shinto shrines, as well as palaces, gardens and architecture – intact, it is one of the best preserved cities in Japan. Among the most famous temples in Japan are Kiyomizu-dera, a magnificent wooden temple supported by pillars off the slope of a mountain; Kinkaku-ji, the Temple of the Golden Pavilion; Ginkaku-ji, the Temple of the Silver Pavilion; and Ryōan-ji, famous for its rock garden. The Heian Jingū is a Shinto shrine, built in 1895, celebrating the imperial family and commemorating the first and last emperors to reside in Kyoto. Three special sites have connections to the imperial family: the Kyoto Gyoen area including the Kyoto Imperial Palace and Sentō Imperial Palace, homes of the emperors of Japan for many centuries; Katsura Imperial Villa, one of the nation's finest architectural treasures; and Shugakuin Imperial Villa, one of its best Japanese gardens. In addition, the temple of Sennyu-ji houses the tombs of the emperors from Shijō to Kōmei.

Other sites in Kyoto include Arashiyama, the Gion and Ponto-chō geisha quarters, the Philosopher's Walk, and the canals that line some of the older streets.

The ""Historic Monuments of Ancient Kyoto"" are listed by the UNESCO as a World Heritage Site. These include the Kamo Shrines (Kami and Shimo), Kyō-ō-Gokokuji (Tō-ji), Kiyomizu-dera, Daigo-ji, Ninna-ji, Saihō-ji (Kokedera), Tenryū-ji, Rokuon-ji (Kinkaku-ji), Jishō-ji (Ginkaku-ji), Ryōan-ji, Hongan-ji, Kōzan-ji, and the Nijō Castle, primarily built by the Tokugawa shōguns. Other sites outside the city are also on the list.

Kyoto is renowned for its abundance of delicious Japanese foods and cuisine. The special circumstances of Kyoto as a city away from the sea and home to many Buddhist temples resulted in the development of a variety of vegetables peculiar to the . The oldest restaurant in Kyoto is Honke Owariya which was founded in 1465.

Japan's television and film industry has its center in Kyoto. Many jidaigeki, action films featuring samurai, were shot at Toei Uzumasa Eigamura. A film set and theme park in one, Eigamura features replicas of traditional Japanese buildings, which are used for jidaigeki. Among the sets are a replica of the old Nihonbashi (the bridge at the entry to Edo), a traditional courthouse, a Meiji Period police box and part of the former Yoshiwara red-light district. Actual film shooting takes place occasionally, and visitors are welcome to observe",
Q813,Kyrgyzstan,"==Respect==
Western norms of respect are standard. Though nominally a Muslim country the Kyrgyz people are highly westernized. No special dress codes are in effect. Although standards of dress in Bishkek are Western and often revealing, in the south of the country women should dress more conservatively or risk attracting unwanted male attention. Evenings can be charged as alcohol intoxication can be quite prevalent at this time. Proceed with caution.",
Q8673,Lagos,"== Culture ==
Lagos is a cultural centre of Nigeria. As a port city and the starting point of British colonisation, the Western influence is stronger here than in probably any other Nigerian city. All Nigerian ethnic groups can be found in the melting pot of this metropolis, with the Yoruba predominating. The music and film industries in the city are dynamic centres of the country with international acclaim.

Lagos adopted a tropical modernist style (a climate-adapted international style), using materials like reinforced concrete, featuring clean lines, louvres, and a sun-screen facade to manage heat and environmental conditions. This style was practised widely by Onafowokan Michael Olutusen and Oluwole Olumuyiwa First generation architects in Nigeria. These included paying attention to simplicity rather than ornamentation in the building.
The spatial logic of Lagos between the early 1960s and 1980s followed a clear core periphery model.Sawyer, Lindsay. (2023). Chapter 8: LAGOS: A SOUTHERN PARADIGM OF URBANISATION. 10.1515/9783035623017-010. Lagos Island, the historic colonial seat, served as the administrative and commercial nucleus, while areas such as Yaba, Apapa, and Surulere developed as peripheral growth zones. This structure reflected a metabolic approach to city-building in Lagos, where the core’s functions were redistributed outward to manage congestion and promote economic decentralization.Emetumah, Faisal. (2025). Strategic Planning Towards Developing a Sustainable City: Lessons for Lagos, Nigeria. Zoning plans often emphasized the separation of functions, echoing the CIAM-influenced ideals of modernist planning.

thumb|[[National Arts Theatre, Iganmu, Lagos]]
thumb|The [[Cathedral Church of Christ, Lagos|Cathedral Church of Christ at the central Marina on Lagos Island|left]]
A very striking building in Lagos is the National Arts Theatre with its oval base, its spaceship-like and military hat form echoing Japan’s Metabolist movement, where structure mirrored function and symbolic nationhood. The renovation of the National Arts Theatre was completed in March 2023. With the new ""blue line"" of the Lagos light rail, the National Theatre is recently easily accessible – the station ""National theatre"" is at a stone's throw distance from the theatre building.

Another frequently photographed structure in Lagos is the Lekki-Ikoyi Link Bridge – or more simply: Lekki bridge.

The Cathedral Church of Christ is at the centre of the oldest part of Lagos. The Anglican church was built between 1867 and 1869, shortly after the establishment of British colonial rule.

The Bookshop House. It was built by G. Cappa in 1973 and designed by architects John Godwin and Gillian Hopwood. It was designed with special sun screening and windows having a sunbreaker facade, which reduced the heat load on air conditioners by 75% on the office floors
thumb|The Bookshop House

The Synagogue Church of All Nations was built in 2004.

thumb|The Nike Art Gallery
Lagos is a",
Q23768,Las Vegas,"According to the Pew Research Center, the majority of residents throughout Las Vegas Valley/Clark County are Christian (61%) with Catholics as the largest denomination (22%), followed by evangelical (19%), mainline Protestants (9%), and members of historically Black Protestant churches (6%). 6% of residents are members of the Church of Jesus Christ of Latter Day Saints (Mormons).

Agnostic (10%) and Atheist (3%) are the largest groups of residents who are unaffiliated with a religion, which overall represent 34% of the population. Other religious groups, such as Judaism (1%), Islam (2%), and Buddhism (1%) together compose about 5% of the population.",
Q211,Latvia,"==Respect==
Latvians in general are fairly reserved and generally respect others' personal space, for example, Latvians do not usually greet strangers unless introduced by someone.

As with many countries in Europe, inquiring about someone's salary or talking about your own is uncommon and not recommended. Similarly, personal, political, or religious convictions are no-go areas until you're better acquainted with someone.

Littering is considered bad manners and is against the law. Offenders may be fined.

It is considered polite in Latvian culture to hold a door open for someone, let others board a bus or a train first etc. This applies to men letting women go first in particular.

thumb|upright|Swastika as a common element of souvenir scarfs

The swastika symbol (Latvian: ugunskrusts or pērkonkrusts, ""fire cross"" or ""thunder cross"") is a common ornament in embroideries in Latvian folk costumes and contemporary souvenirs and was considered a pagan religious symbol for centuries. It is supposed to bring luck, energy and fire. There is no connection of this symbol to Nazi Germany, and any attempts to hint at one will be considered offensive.

You should be careful when talking to Latvians about politics and history, especially about the Soviet Union. As Latvia became a Soviet republic after World War II, many Latvians, especially of the older generations, have strong opinions about the topic. There is an annual ceremony in March commemorating the veterans of the Latvian Legion; while it fought as part of the German Waffen-SS (its Latvian members having mostly been drafted by the occupiers), its role in fighting the Soviet occupation is generally seen as more important.

The legal status of ethnic Russians in Latvia is also a sensitive issue, as most of them are stateless permanent residents, and the Latvian government requires them to pass a Latvian language test to be eligible for citizenship. Many ethnic Russians regard this as discriminatory, while the ethnic Latvian majority regards them as illegal immigrants who moved to Latvia under Soviet occupation, and insist that the government is being exceedingly generous in even allowing them to remain in Latvia in the first place.

Many ethnic Russians, especially older generations, get their news from state-controlled Russian media. This means they to a large extent share the sensitive issues that prevail in Russia.",
Q822,Lebanon,"==Respect==

Lebanon is a country of many different religious sects, so it is wise to respect the religious differences of the Lebanese population. It is recommended to wear modest clothing when visiting religious sites (churches, mosques, etc.) and when visiting rural towns and villages. Sectarian attitudes, although widespread during the war, have largely decreased, especially in the wake of the recent financial crisis, which has seen large sectors of Lebanese society come together in unity. However it has not fully disappeared in areas such as the South.

Even in Beirut, some areas (notably the Shi’a-majority southern suburbs) are more conservative than others, thus visitors should bear that in mind when exploring the city. Overall, however, clothing considered 'western' is largely acceptable, with a large number of Lebanese women not wearing hijab in stark contrast to neighbouring Syria, and with a huge cosmetics, plastic surgery, and beauty industry. But to hedge your bets, keep your dress generally modest. Bear in mind, however, that as open and western as Beirut is, this is not Europe; ""topless"" at any beach, whether private or public, is not recommended at all.

In Tripoli, especially in the old city, it is recommended that women dress conservatively. The same applies on most traditional ""souks"" in the country. In general, Lebanese are accustomed to different lifestyles and some do not take offense easily, especially with matters related to dress. The Lebanese are people accustomed to diversity and are therefore quicker to accept different lifestyles, though not all Lebanese are so open-minded.

* The Lebanese are indirect communicators. They are tempered by the need to save face and they will avoid saying anything that could be construed as critical, judgmental, or offensive. This said, the Lebanese value transparency and openness and they take words at face value.
* The Lebanese value sincerity and openness. Expect a Lebanese person to do exactly what they say they will do. To them, their word is their bond. Don't say something if you don't mean it. Don't say ""next time"" if there isn't going to be a ""next time"".
* The Lebanese respect their elders. You are expected to act politely around someone older than you, and it would be seen as rude if you attempt to challenge someone older than you. 
* Never beckon a Lebanese person directly, even if they have done something wrong in your opinion. The Lebanese are quite sensitive to being beckoned directly, and it is considered very rude manners.
* If a Lebanese person asks you for a favour, try to follow through with it. It's completely normal for the Lebanese to try to help each other out as much as possible. Being reluctant to accept favours is considered extremely rude.

Lebanon has been facing a large-scale, multi-dimensional economic crisis since 2019, resulting in the majority of citizens losing their life savings due to banks' refusal to allow withdrawals. Furthermore, a failed ""Revoluti",
Q42810,Le Havre,"== Culture ==

thumb|Breton Festival in the Saint-François district
Le Havre's festival calendar is punctuated by a wide range of events.

In spring a Children's Book Festival was recently created. In May there is the Fest Yves, a Breton festival in the Saint-François district. On the beach of Le Havre and Sainte-Adresse there is a jazz festival called Dixie Days in June. In July, detective novels are featured in the Polar room at the Beach hosted by The Black Anchors. Between the latter also in the context of Z'Estivales is an event offering many shows of street art throughout the summer supplemented by the festival of world music MoZaïques at the fort of Sainte-Adresse in August since 2010. In mid-August there is a Flower parade which passes through the streets of the central city.

In the first weekend of September the marine element is highlighted in the Festival of the Sea. This is a race between Le Havre and Bahia in Brazil. Also every November there is a fair held in the Docks Café. The Autumn Festival in Normandy, organized by the departments of Seine-Maritime and Eure, and the Region of Normandy, runs from September to November and offers numerous concerts throughout the region as well as theatre performances and dance. In late October, since 2009, there is rock music festival which has been at the fort of Tourneville since the moving of the Papa's Production association site there. The West Park Festival, after its inauguration in 2004, has been held in the park of the town hall of Harfleur.

Since 1 June 2006 a Biennale of contemporary Art has been organized by the group Partouche.Cultural Events , Ville du Havre, consulted on 9 October 2012 

thumb|View of the rebuilt central city: the belfry of the town hall and the bell tower of the Church of Saint-Joseph du Havre.
thumb|Graville Abbey

Many buildings in the city are classified as ""historical monuments"", but the 2000s marked the real recognition of Le Havre's architectural heritage. The city received the label ""City of Art and History"" in 2001, then in 2005 UNESCO inscribed the city of Le Havre as a World Heritage Site.

The oldest building still standing in Le Havre is the Graville Abbey. The other medieval building in the city is the Chapel of Saint-Michel of Ingouville. Because of the bombing in 1944, heritage from the modern era is rare: Le Havre Cathedral, the Church of Saint Francis, the Museum of the Hotel Dubocage of Bleville, the House of the ship-owner and the old palace of justice (now the Natural History Museum) are concentrated in the Notre-Dame and Saint-François areas. The buildings of the 19th century testify to the maritime and military vocations of the city: the Hanging Gardens, the Fort of Tourneville, Vauban docks, and the Maritime Villa. The heritage of the 1950s and 1960s which were the work of the Auguste Perret workshop forms the most coherent architecture: the Church of Saint Francis and the Town Hall are the centrepieces. The all curved architecture of the",
Q1013,Lesotho,"thumb|St Michaels Cathedral

In December 2011, the population of Lesotho is estimated to be more than 95% Christian. Among these estimations, Catholics represent 49.4% of the population, served by the province of the metropolitan archbishop of Maseru and his three suffragans (the bishops of Leribe, Mohale's Hoek and Qacha's Nek), who form the national episcopal conference. Protestants account for 18.2% of the population, Pentecostals 15.4%, Anglicans 5.3%, and other Christians an additional 1.8%. Non-Christian religions represent 9.6% of the population, and those of no religion 0.2%.",
Q5869,Lhasa,"==Respect==

Do not wear a hat inside the Jokhang, Potala or other sacred sites. No short trousers/pants or tank tops. When visiting shrines it is customary to leave a small money offering, especially where you do not have to buy a ticket.

Circumambulate stupas and other sacred objects in a clock-wise direction. Do not climb onto statues, mani stones or other sacred objects.

Photography is not allowed inside the Potala Palace. You can take photos in the Jokhang temple. Some monasteries will allow photography upon payment of a small donation or fee. Monks begging will often allow a photograph after you make a small contribution. When in doubt, ask before snapping.",
Q1014,Liberia,"According to the 2008 National Census, 85.6% of the population practiced Christianity, while Muslims represented a minority of 12.2%. A multitude of diverse Protestant confessions such as Lutheran, Baptist, Episcopal, Presbyterian, Pentecostal, United Methodist, African Methodist Episcopal (AME) and African Methodist Episcopal Zion (AME Zion) denominations form the bulk of the Christian population, followed by adherents of the Catholic Church and other non-Protestant Christians. Most of these Christian denominations were brought by African-American settlers moving from the United States into Liberia via the American Colonization Society, while some are indigenous—especially Pentecostal and evangelical Protestant ones. Protestantism was originally associated with Black American settlers and their Americo-Liberian descendants, while native peoples initially held to their own animist forms of African traditional religion before largely adopting Christianity. While Christian, many Liberians also participate in traditional, gender-based indigenous religious secret societies, such as Poro for men and Sande for women. The all-female Sande society practices female circumcision.

Muslims comprised 12.2% of the population in 2008, largely represented by the Mandingo and Vai ethnic groups. Liberian Muslims are divided between Sunnis, Shias, Ahmadiyyas, Sufis, and non-denominational Muslims.Pew Forum on Religious & Public life. August 9, 2012. Retrieved October 29, 2013

In 2008, 0.5% identified adherence to traditional indigenous religions, while 1.5% claimed no religion. A small number of people were Baháʼí, Hindu, Sikh, or Buddhist.

The Liberian constitution provides for freedom of religion, and the government generally respects this right. While separation of church and state is mandated by the Constitution, Liberia is considered a Christian state in practice. Public schools offer biblical studies, though parents may opt their children out. Commerce is prohibited by law on Sunday and major Christian holidays. The government does not require businesses or schools to excuse Muslims for Friday prayers.",
Q1016,Libya,"==Respect==

Much of what is considered good manners in the Arab world is applicable to Libya. 

Libyans are indirect communicators. They are tempered by the need to save face and protect their honour and they will avoid saying anything that could be construed as judgemental or negative. One's point is expressed in a roundabout way.

Never beckon a Libyan person directly, even if they've done something wrong in your opinion. Libyans in general are non-confrontational by nature and can be rather sensitive to strong, harsh comments. Under Libyan law, if you are thought to have defamed someone or violated the honour or reputation of someone, you can be taken to court. What exactly counts as ""defamation"" and ""violating someone's honour"" is open-ended and subjective, but simply put, refrain from making strong comments about people, even if your perspective happens to be true. 

Respect for elders is important in Libya. You are expected to act politely around someone older than you, and it would be seen as rude manners if you attempt to challenge someone older than you. It's commonly expected for the senior-most person to make decisions in the business world. If you come across someone who is older than you, give up your seat on public transportation for them. If you're waiting for a taxi, allow someone older to take your spot. If you're in a business meeting, stand up to greet the senior person. If you've been invited to a Libyan home, greet the elders first. 

Libyans take relationships very seriously and they view them as long-term commitments. In the business world, Libyans prefer to do business with those they know and respect and look for long-term relationships. 

Always use your right hand when shaking hands, bringing something to someone, and so on. The left hand is considered unclean in Libya. It would be considered impolite to use your left hand to offer something to someone, and it would be seen as awkward to eat with your left hand. 

The pace of life in Libya is quite slow. Building relationships and getting things done require you to demonstrate sincere interest as Libyans try to do things in a measured, careful manner. Do not express frustration at this or try to rush things; it can be seen as insulting. 

* Libyans are not known for being punctual, which can be very surprising to visitors from countries where punctuality is highly valued. Lateness does not imply rudeness or a lack of interest; people have a casual approach to time.
* If you've been invited to a Libyan home, you will often be showered with tea, coffee, and snacks. Refusing any of these would offend your hosts and it could get them to think that you do not appreciate them or their hospitality.
* You'll often be encouraged by your hosts to take second helpings ad infinitum. If so, take it as a form of respect as it may leave a good impression on your hosts.
* Utensils are not used when eating. People tend to eat with their right hands. As is the case in many Muslim-majori",
